Language,City Name,Hotel Name,Upside_Review,Downside_Review,Review_Score,Sentiment
French,Ankara,Latanya Hotel Ankara,Hôtel proche centre ville,"L’établissement est d’un standing normal,nous avons eu des chambres anciennes car l’établissement distribue les vielles chambres aux étrangers dans le même étage comme les chambres données au personnel navigant. Les photos sur Booking.com des chaînes c’est pas du tous les mêmes.les matelas qu’on a eux il était pas confortable nous avons demandé au gouvernants d’étage de retourner le matelas,les poussières et l’état de propreté c’était vraiment sale,le lavabo et les produit d’accueil plein de poussière des tâches au plafond des fuites et les tapis et les rideaux très sales aussi,on tous cas j’avais très mal à respirer avec les acariens car la poussière était par tous même quand on a demandé le nettoyage c’était fait à la va vite juste les draps était changé sans plus .
Petit déjeuner pas très intéressé sans plus des jus de super marché pas de salade de fruits pas de pain frais,et les œufs brouillés ils étaient vraiment trop sec .
Il y’a toujours le même problème avec l’équipe de la réception pas du tous accueillant on général ils aiment pas les étrangers on a l’impression qu’on dérange a chaque fois.
Le chauffage de l’hôtel était trop élevé c’était vraiment insupportable dans les chambres.
Le bruit des voitures des taxis des clakson et parfois des boite de nuits qu’ils sont au tour le quartier est plein de clubs de danse une chose qui m’a surpris et les salons de massage pour homme 🧐🧐en fin le spa est mixte aussi à l’hôtel une chose qui vraiment dommage ,en gros l’hôtel a beaucoup de fréquentation homme que familiale,peut-être sur le fait des salles de réunion ect ect .
J’ai pas voulu prendre des photos mais l’état des chambres on tous cas l’étage 7 côté rue c’est les anciennes chambres dans un état pas terrible moquette et décoration baroque rouge bordeaux et bois le couloir de l’étage la moquette est très sales contrairement à l’autre côté de l’étage quelques part si je savais que je vais avoir de genre de chambre jamais je réserve dans cette hôtel.",5,NEG
French,Ankara,Latanya Hotel Ankara,Lit confortable et chambre bien insonorisée. Joli déco de la chambre. Petit déjeuner très variés et très bon. Petit clin d'œil au personnel qui a distribuer un petit coffret biscuit au enfants le jours de l'an.,"Des l'entrée on a eu des problèmes concernant leur qr code. A l'aéroport ils nous ont dit que pour les petits enfants c'était pas nécessaire mais pour l'hôtel ils ne voulaient rien savoir. Ils voulaient a tout prix le qr code pour la petite alors qu'auparavant on a du faire 4 ou 5 hôtel et jamais on nous la demander. Donc galère dès l'arrivée qui donne une mauvaise image de l'hôtel. Ce qui est dommage c'est que la personne en face de vous ne veux même pas vous écouter. Vous pouvez même lui sortir un article de loi, pour elle ca vaut rien.
On a commandé un verre de lait a la réception qui a même pas été pris en compte. Après plus de 3/4 heures je suis allé redemander a nouveau pour que finalement un serveur me l'apporte. Apparemment dans les hôtels, ils pensent que tout le monde parle turcs. On a voulu commandé au room service, personne ne parle anglais au room service. Il faut passer par des intermédiaire. Quand on a reçu notre plat, la nourriture n'est pas du tout assaisonner donc sans gout. 
Niveau propreté, la salle de bain n'était pas propre. Il y avait de cheveux un peu partout.",5,NEG
French,Ankara,ibis Ankara Airport Hotel,"Très bon hôtel d'aéroport. C'est d'ailleurs le seul hotel situé à proximité de l'aéroport d'ankara : à 2 km, soit à peine plus d'un euro en taxi dans le sens aéroport / hotel et 2€ dans l'autre sens (parce que la route est plus longue au retour).
Equipements de qualité et petit déjeuner buffet très bien.
Mais je voudrais surtout souligner le professionnalise du personnel, en particulier de TOLGA qui a immédiatement identifié et appelé le taxi dans lequel j'avais oublié tout mes papiers et mon argent au milieu de la nuit. Encore merci à Tolga pour son professionnalisme et son efficacité !",Rien,10,POS
French,Ankara,ibis Ankara Airport Hotel,proche de l’aireport,rien,9,POS
French,Ankara,ibis Ankara Airport Hotel,Bien choix variés,"Manque brosse à dents et dentifrice
Pour les musulmans la direction de la Java ainsi que le coran et le tapis de prière",9,POS
French,Ankara,ibis Ankara Airport Hotel,Les shampooings peuvent être mieux est séparé,,10,POS
French,Ankara,ibis Ankara Airport Hotel,le personnel est super sympas et agréable,ras,10,POS
French,Ankara,ibis Ankara Airport Hotel,Juste 3 km de l aéroport,"Il n y avait pas d eau pour la douche..
Je suis rester avec le shampooing sur la tête...",4,NEG
French,Ankara,ibis Ankara Airport Hotel,Emplacement,Le.personnel manque de respect veulent prendre les clients pour des pigeons ...,6,NEG
French,Ankara,ibis Ankara Airport Hotel,"Le petit déjeuner pas à la hauteur d’un hôtel ibis . 
La chambre était propre le lit confortable le personnel sympa",Le petit déjeuner,6,NEG
French,Ankara,Raymar Hotels Ankara,Personnel efficace et disponible. Un établissement agréable,Il y avait une odeur nauséabonde et persistante dans la salle de bain (mélange entre humidité et moisie). Très dérangeant et l'odeur se propageait dans la chambre.,5,NEG
French,Ankara,Raymar Hotels Ankara,"Personnel serviable mais avec une connaissance limitée de l'anglais.
Aide efficace pour le stationnement du véhicule dans le garage de l'hôtel.
Petit-déjeuner buffet typique de nombreux hôtels en Turquie.","Ambiance bruyante due à la sono des bars et établissements aux alentours.
Papier-peint nécessitant quelques réparations ainsi qu'une robinetterie endommagée.",6,NEG
French,Ankara,Raymar Hotels Ankara,"Tres bon emplacement.Dans le quartier ou se trouve l'hotel il y a beaucoup de bars et restaurants,on avait peur qu'on ne pourra dormir la nuit a cause de la musique mais à minuit la musique et le bruit s'arrête et tout devient calme.La chambre ėtait propre,le lit comfortable.Le petit dejeuner ėtait bon.Rapport qualitė prix très bon","Rien à dire,tout était bien",8,POS
French,Ankara,Raymar Hotels Ankara,La gentillesse du personnel et l'emplacement de l'hôtel.,Très forte odeur de chou (égout?) dans la salle de bain.,7,POS
French,Ankara,Raymar Hotels Ankara,bien au centre pas besoin de voiture pour faire les magasins,on entend beaucoup de bruits de l’extérieur des gens qui crie qui des voitures qui klaxonnent jusqu’à 1 h du matin,8,POS
French,Ankara,Demora Hotel,"l´Hotel est vraiment à coté de centre ville , que nous pouviosn atteindre à pieds 
le propriètaire nous a surclassé à une Suite au lieu dúne chambre Simple 
la femme de ménage trés sympa et respactive.
Rien à reprocher",,10,POS
French,Ankara,Demora Hotel,Très propre et accueillant,Le ménage fait alors qu il n a pas été demandé,10,POS
French,Ankara,Demora Hotel,"Hotel moderne bien situé par rapport au centre ville, nous avions une très grande chambre et un immense lit, le parking est gratuit. Petit déjeuner buffet complet. Bon WIFI",Chambre donnant sur la rue principale un peu bruyante le matin car la fenêtre ne fermait pas très bien.,9,POS
French,Ankara,Demora Hotel,"C'est la deuxième fois que je reserve cet hôtel. Il est super le service est au top, la chambre grande et propre. Petit déjeuner convenable.",L'odeur de cigarette dans le couloir ! Et parfois dans la chambre.,9,POS
French,Ankara,Demora Hotel,"Propreté 
Professionnalisme 
Tres belle Grande chambre et grande salle de douche/toilettes 
Très bon petit déjeuner",,9,POS
French,Ankara,Demora Hotel,Grande salle de bain avec nombreux produits de toilette,"Probleme de climatisation dans la chambre et petit déjeuner avec très peu de choix, 1 seule personne parle Anglais.",4,NEG
French,Ankara,The Green Park Ankara,L’emplacement la superficie le personnel les chambres sont magnifiques belle vue,,10,POS
French,Ankara,The Green Park Ankara,très bien entretenu,Super,9,POS
French,Ankara,The Green Park Ankara,,Panne d'électricité qui a durée quelques heures en soirée.,5,NEG
French,Ankara,The Green Park Ankara,La chambre,"Les receptionistes sont nuls. 
La piscine est payante.",7,POS
French,Ankara,The Green Park Ankara,le service,prix élevé,8,POS
French,Ankara,The Green Park Ankara,chambre spacieuse et la connexion correcte,petit déjeuner payant,8,POS
French,Ankara,Ankara HiltonSA,"Service parfait, chambre très confortable",,10,POS
French,Ankara,Ankara HiltonSA,"Chambre spacieuse, confortable et propre. Grand choix au petit déjeuner",Le personnel pas toujours très souriant surtout à la réception.,9,POS
French,Ankara,Ankara HiltonSA,"Le confort et le service étaient au top. Le personnel étaient d’une amabilité exceptionnelle et plus particulièrement Madame Semar Nur à la réception et Madame Canan au ménage. Les voituriers de jour et de nuit étaient également très serviables, ils ont pris plusieurs minutes à nous aider notre voiture afin que tous nos bagages puissent y rentrer. 
J’y retournerai sans aucun doute !",Rien,9,POS
French,Ankara,Ankara HiltonSA,"le room services 
la proximité du centre ville","Mal grès mes demandes pour une baignoire au lieu de une douche je ne ai pas eu le choix. 
mal grès la Chambre déjà payer l'accueil me demande de payer de nouveaux car pas de informations à mon sujet. 
pas de brosse à dents un seul peignoir pour deux, pas de chaussons, des excréments qui flotte dans le jaccuzi, pas de navette pour la aéroport.",4,NEG
French,Ankara,Ankara HiltonSA,Disponibilité maximale du personnel je le recommande .mention particulière au gérant de la boutique de souvenirs,,8,POS
French,Ankara,The Wings Hotels Neva Palas,"Personnel très sympathique et serviable.
Très propre et moderne. Rapport qualité prix plus que parfait",,10,POS
French,Ankara,The Wings Hotels Neva Palas,"Le personnel est aux petits soins
Le petit déjeuner est royal
Les chambres sont grandes et confortables","Un petit peu excentré, mais rien de méchant",9,POS
French,Ankara,The Wings Hotels Neva Palas,"Lieu super propre,personnel très très sympathique",Rien tout était parfait,10,POS
French,Ankara,The Wings Hotels Neva Palas,La qualité du service,Tout étais parfait,10,POS
French,Ankara,The Wings Hotels Neva Palas,"Personnel très accueillant très bon séjour je conseille tous ce qui veulent utiliser cet hôtel si je dois imy retourner je le ferait sans hésitation ,",,10,POS
French,Ankara,The Wings Hotels Neva Palas,Personnel agréable chambre relativement confortable.,"Les tarifs de l'hôtel et du minibar excessif pour le pays duquel je suis originaire. Nous étions partis pour un enterrement, mais nous avons dû quitter l'hôtel une nuit plus tôt malheureusement car ayant appris une seconde mauvaise nouvelle, l'hospitalisation de notre fille, aucun geste ni même remboursement nous a été proposé et au vu de la situation je trouve cela très peu professionnel.",5,NEG
French,Beijing,The Great Wall Hotel Beijing,emplacement 地理位置,"je voyage avec un enfant de 4 ans. nous avons plusieurs valises. personne est venu pour aider sous le prétexte de manque de personne. 
l’hôtel ne respecte pas le prix de réservation: quand je suis arrivée, j’ai payé plus cher.",6,NEG
French,Beijing,The Great Wall Hotel Beijing,"pas loin de station de métro, pas loin de la sortie pour l’aéroport.",pas de commerces et restaurants près de l hôtel,8,POS
French,Beijing,The Great Wall Hotel Beijing,"l’emplacement, le staff","la propreté, j’y ai passé 14 jours mais les draps n’ont jamais été changé, la moquette n’a jamais été nettoyée, la baignoire dans les toilettes n’a jamais été lavée. bref la propreté des chambres laisse à désirer. je crois que ce personnel devrait être suivi de très près.",7,POS
French,Beijing,New World Beijing Hotel,"Le personnel fort sympathique et serviable, la chambre avait beaucoup d'espace et très propre",,10,POS
French,Beijing,New World Beijing Hotel,rien,manque du réseau téléphonique dans toute les deux chambres,6,NEG
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Le petit-déjeuner, la vue depuis la fenêtre, la propreté",Le petit-déjeuner,9,POS
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Le petit-déjeuner,Le petit-déjeuner,9,POS
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Emplacement parfait / à 15 min à pieds du métro, 30 min en voiture de l'aéroport. Quartier animé avec boutiques et restaurants.
Petit déjeuner très complet.
Accès à des ordinateurs dans le hall et se prête à des séminaires.","Le personnel n'est pas aimable. On ne m'a pas précisé comment me connecter au wifi, ou trouver le petit déjeuner ni ses horaires etc. J'ai du leur demander à 5 reprises de me faire une facture au moment du check out (tout ça a l'aide de Google Traduction car ils ne parlaient pas anglais).
J'y suis allée 2 fois et mon expérience était parfaite la première fois (même si chambres un peu vieilles/pas très confortables).
J'étais dans une chambre avec un lit ou les ressorts sortaient presque + très mauvaise insonorisation.
Wifi trop lent pour un centre de business",6,NEG
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Localisation, early checkin sans surcharge, petit déjeuner excellent, chambre sympa",,8,POS
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Accès métro 5’ à pied
Petit déjeuner copieux et varié",,8,POS
French,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Le petit déjeuner,Insonorisation,8,POS
French,Beijing,Beijing Shangchao Hotel,Personnel très serviable et gentille.,Confort. Gentillesse du personnel. Pas loing du centre,10,POS
French,Beijing,Beijing Shangchao Hotel,Le calme et la propreté,,9,POS
French,Beijing,Beijing Shangchao Hotel,"Établissement calme, joliment décoré, avec une belle salle de réception et une terrasse agréable. Chambres petites mais fonctionnelles et confortables.
Agréable d’avoir un bar ouvert jour et nuit dans un hôtel relativement petit. Plusieurs choix de bières pression à prix abordable.
Supermarchés et restaurants à proximité.
Globalement un lieu de grande qualité a recommander.","Hotel à environ 15 min à pied d’une station de métro, un peu loin mais nombreux bus juste à côté de l’hôtel et de toute façon, à Pékin, il faut se préparer à beaucoup marcher.",10,POS
French,Beijing,Beijing Shangchao Hotel,"Hotel situé dans un quartier calme et commerçant avec un personnel très professionnel avec beaucoup de petites attentions.
De nombreux services rendu.
Chambre confortable avec une très bonne literie.
Bon WI-Fi
Un coin terrasse très agréable.
Service bar
Station de bus à 50 mètres",Première station de métro à 900 mètres,10,POS
French,Beijing,Beijing Shangchao Hotel,Lit confortable,"Salle de bain n’est pas propre, tâches jaunes sur le mur",4,NEG
French,Beijing,Novotel Beijing Peace,Hôtel très bien situé et calme. Très bon petit déjeuner (chinois et occidental). Bon rapport qualité/prix.,,9,POS
French,Beijing,Novotel Beijing Peace,"Super emplacement, très central en métro et proche de la cité interdite.","On entend beaucoup les chambres voisines, l'hôtel est sur 2 immeubles du coup il faut enchaîner les couloirs et 2 ascenseurs.",6,NEG
French,Beijing,Novotel Beijing Peace,Le vaste choix du déjeuner par contre le prix était relativement cher pour la Chine,Voir réponse précédente,8,POS
French,Beijing,Novotel Beijing Peace,Très bonne qualité générale.,Aucune assistance aucun conseil aucune suggestion en matière touristique. On est juste un client qui paie... Il serait agréable d'avoir un peu plus d'échanges personnalisés. Très impersonnel.,8,POS
French,Beijing,Novotel Beijing Peace,"Hôtel très bien placé , chambre vieillissante qui nécessiterai une petite rénovation, petit déjeuner parfait.
Personnel impeccable et toujours là si besoin ou problèmes.","La chambre un peu sombre, les fermetures des portes qui occasionnent automatiquement du bruit de voisinage.",8,POS
French,Beijing,Peking Youth Hostel,La localisation est vraiment parfaite. Le dortoir et les espaces communs sont très agréables.,Le personnel parle très peu anglais mais on peut se faire comprendre avec une application de traduction.,10,POS
French,Beijing,Peking Youth Hostel,,"Manque de confort, dortoir homme bruyant",5,NEG
French,Beijing,Peking Youth Hostel,"La propreté, le calme et le rideau pour rendre son lit privé même en dortoir. 
L amabilité de l'équipe malgré le manque d'anglais",A côté d'une rue très passante et bruyante! Faut aimer le monde mais une fois dans l auberge on oublie.,8,POS
French,Beijing,Peking Youth Hostel,"l’accueil, l’emplacement, la propreté","il n’y avait pas vraiment de zone dédiée aux voyageurs de l’hôtel pour qu’ils se rencontrent à part à l’intérieur. le bar est sympa, mais ouvert au public donc difficile de se reconnaître entre voyageurs de l’hostel.",7,POS
French,Beijing,Fairmont Beijing,"Chambre spacieuse et confortable. Bien situé, l'hôtel est très proche d'une station de métro.",,10,POS
French,Beijing,Fairmont Beijing,Les chambres sont confortables,"Le petit déjeuner est très moyen , le salon longe n’était pas disponible",6,NEG
French,Beijing,Sofitel Beijing Central,le petit déjeuner,"l’état de la chambre , moisissure, état délabré.",3,NEG
French,Beijing,Sofitel Beijing Central,"La situation était parfaite pour la promenade du boulevard de Chang'an, mais aussi pratique pour les transports en commun. Il y avait de bon restaurants dans le quartier, on peut y accéder simplement à pied. Aussi la vue de ville est très belle quand il fait beau!","La propreté de la salle reste à améliorer. J'ai resté pour six nuits, parfois la salle de bains est nettoyée et parfois non...autant pour les produits de toilettes...",8,POS
French,Beijing,Guo Ji Yi Yuan Hotel,Très bien situé.,"Équipement vétuste, responsable désagréable, 
Moisissure dans la salle de bain. 
Piscine HS, 1 ascenseur HS. 
Ne mérite pas ( plus) ses 5 étoiles.",3,NEG
French,Beijing,Guo Ji Yi Yuan Hotel,"Très beau lobby.
Personnel aux petits soins, assistance pour visite touristiques.
Petit déjeuner varié.
Très bonne bière pression.","Piscine fermée à cause du Covid, mais ce n'était pas annoncé à la réservation. 
Chambre lookée de 10 ans.
Salle de bain petite.
Électricité statique de partout.",8,POS
French,Beijing,Happy Dragon Alley Hotel Beijing Tian AnMen Forbidden City,,Une heure pour s’enregistrer. Personne ne parle Anglais. Pas d’ascenseur. Pas d’aide. Pas de restaurant digne de ce nom pour le petit déjeuner. hôtel surcote et beaucoup trop cher!,4,NEG
French,Beijing,Happy Dragon Alley Hotel Beijing Tian AnMen Forbidden City,"Hôtel situé idéalement pour faire à pieds de nombreuses visites des principaux lieux touristiquez de la ville.
.Hôtel dans une ruelle calme
Pour ce qui est du personnel : parfait toujours là en cas de besoin et à l écoute des clients",Seul bémol : étroitesse des chambres par rapport à la description et petit soucis insonorisation,8,POS
French,Berlin,Hotel Gat Point Charlie,"Chambres propres et confortables, le petit déjeuner était varié et de bonne qualité. L'hotelest bien placé et bien desservi par les transports en commun.","La vue n'était pas dégagée, rendant le logement un peu sombre",10,POS
French,Berlin,Hotel Gat Point Charlie,"Personnel sérieux, équipements complets et fonctionnel, et établissements très propre",Lit trop mou,9,POS
French,Berlin,Hotel Gat Point Charlie,"emplacement, personnel, chambre, équipements, propreté, calme",prix du petit-déjeuner (mais possibilité de manger dans des boulangeries à 2min de l'hôtel pour moins cher à la place !),9,POS
French,Berlin,Hotel Gat Point Charlie,"Hôtel très bien placé pour comprendre au mieux Berlin! Propre, accueillant, ...",Un détail : une vague odeur d'égouts au rez de chaussée...,9,POS
French,Berlin,Hotel Gat Point Charlie,"Localisation parfaite, hôtel propre et agréable",Les stores de la chambre n'étaient pas occultants,9,POS
French,Berlin,Hotel Gat Point Charlie,le personnel tres agreable,"le bruit ! impossible de dormir apres 9h, c'est tres mal insonorisé, entre les gens qui tapent des pieds les portes qui claquent et les femmes de ménages qui geulent ...",4,NEG
French,Berlin,Hotel Gat Point Charlie,Proximité avec un grand centre commercial.,"Les mauvaises surprises se sont accumulées au cours du séjour : 
- petit déjeuner moyen, pour 15 euros supplémentaires par personne
- parking souterrain à 10 min à pied pour 22 euros supplémentaires par jour
- le personnel ne parle pas ou peu l'allemand, encore moins le français, ce qui est quand même gênant...
- et puis, il y a eu les désagréments de la salle d'eau, une douche peu efficace, avec peu de pression d'eau, un lavabo bouché, ...
- la chambre était sombre et mal éclairée
De plus, la couleur prédominante de l'hôtel est le vert, même à l'intérieur des chambres, on aime ou pas...
Enfin, les matelas n'étaient pas très confortables.
On peut trouver mieux en Allemagne pour 3 étoiles...",3,NEG
French,Berlin,Hotel Gat Point Charlie,,Le manque de climatisation et la mauvaise qualité des matelas sur les lits d'appoint,3,NEG
French,Berlin,Hotel Gat Point Charlie,,"Pas d’eau chaude et débit très bas pour la douche. 
Pas de petit déjeuner. 
Literie pas très confortable.",4,NEG
French,Berlin,Hotel Gat Point Charlie,"bon petit déjeuner quoique cher 20 euros/p
emplacement ds le quartier historique
quartier assez calme et possibilite louer velos a l hotel (ils roulent mais usagés)
a cote d un chouette resto italien","-prix surfait et surtout que j ai ete prévenue tardivement le dernier jour où je ne pouvais plus annuler gratuitement! et non lors de ma reservation intiale qu'ils faisaient travaux et pas de clim dans certaines chambres 
A vérifier lors de la reservation !! 
-accueil pas sympa d'une receptionniste - nous avions reserve 2 lits simples via booking car je voyageais avec mon fils - ils ont voulu nous donner chambre double - finalement une chambre avec 2 lits simples mais sans climatisation - il faisait tres chaud! et impossible d'ouvrir la fenetre en grand - AUCUN geste commercial! pour ce desagrement...
-pas de frigo dans la chambre
- pas un quartier tres anime le soir",6,NEG
French,Berlin,Hotel Gat Point Charlie,emplacement de l'hotel,"-chaleur dans les chambres 
-petit dejeuner (15e) en plus du prix de la chambre",5,NEG
French,Berlin,Hotel Gat Point Charlie,"Accueil courtois et souriant de toute l'équipe, déco pop et rafraîchissante, proximité (à pied) de la Potsdamer Platz, de la Friedrichstraße et de multiples arrêts de métro, sans parler des quelques établissements de restauration au pied de l'hôtel, fort bienvenus après une journée de marche.","Les chambres peuvent donner à l'arrière de l'hôtel (cour privée, calme), à l'avant dans la rue passante (mais relativement tranquille le soir), ou bien sur le puits central donnant sur l'entrée de l'hôtel : un effet ""caisse de résonance"" est à envisager si des clients un peu éméchés ou sans-gêne se mettent à discuter devant le hall, emportez des boules Quiès, on ne sait jamais...",6,NEG
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals",La localisation la gentillesse du personnel et le rapport qualité prix,,10,POS
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals","Principalement le petit déjeuner, formidable ! La chambre, très propre, lit très confortable.",La climatisation pas top,9,POS
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals","L’espace détente, la diversité du petit déjeuner, les petits salons, le bar et la terrasse",Manque de Clim dans les salles du petit déjeuner,9,POS
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals","Belle chambre spacieuse.
Personnel à l'écoute . 
Local sécurisé pour les vélos dans garage souterrain.
Bon petit-déjeuner.",,9,POS
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals","Bel hotel, situé à quelques mètres de l’arrêt du bus 100 qui mène directement au centre-ville.",,9,POS
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals",Son emplacement à 5 minutes de Tiergarten et du quartier gay.,La wifi fonctionne tres mal et l’air conditionné aussi. Il y a 3 ascenseurs pour la moitié de l’hôtel donc il y a beaucoup d’attente. Personnel non souriant ( à part un réceptionniste),3,NEG
French,Berlin,"Hotel Berlin, Berlin, a member of Radisson Individuals",Emplacement de l'hôtel,"Je suis resté 3 nuits. Jamais le ménage n'a été fait dans ma chambre, malgré ma demande le deuxième jour à la femme de ménage ainsi qu'à la réception. De plus, au check in la personne voulait que je règle alors que c'était déjà réglé via Booking. Finalement aucun standing.",3,NEG
