Language,City Name,Hotel Name,Upside_Review,Downside_Review,Review_Score,Sentiment
English,Ankara,Güvenay Business Hotel,"Deluxe room itself have a lot of space, good breakfast. Location is ok, parks are right next to it.","Personnel is not smiling and welcoming except 1 person at reception, poor English. Breakfast served with poker face - not nice. 1st room that was given didn't have balcony, even though should as per room description, room was changed to the other that was smoking room. Wifi doesn't work, had to cancel the rest of the stay because couldn't work (funny that it is business hotel). Towels were placed in the bathroom with a big hole in the middle of it.",4,NEG
English,Ankara,Güvenay Business Hotel,Breakfast was excellent on the rootftop,"The room was musty, very poor facilities",3,NEG
English,Ankara,Güvenay Business Hotel,location,"bad service. the air condition does not work, informed the reception, they did not bother to changed another room nor tried to fix problem, hardly slept due to the heet. i don't recommend this hotel.",3,NEG
English,Ankara,ibis Ankara Airport Hotel,Well located and overall a good place to stay for a decent rest before the airport,,10,POS
English,Ankara,ibis Ankara Airport Hotel,Good place for a break during a long travel,,9,POS
English,Ankara,ibis Ankara Airport Hotel,"Great place to stay for a night if you have to wait for a transfer long hours. I had 25h transfer in Ankara and was glad I could book a hotel nearby to sleep. Taxi to get here for airport is quiet cheap. Breakfast is great, a buffet where you can take whatever you want (and it starts early if you have early flight).
Rooms are small, but clean and bed is comfy. Wi-Fi is ok.",A little bit pricy but there are no alternatives so close to the airport so it is expected,9,POS
English,Ankara,ibis Ankara Airport Hotel,"Quiet
Staff respect",We need drinking water there was not enough bottel in the refrigerator.,9,POS
English,Ankara,ibis Ankara Airport Hotel,"Very neat, super clean with all necessary basic facilities for an overnight stay that is perfectly placed for an early morning flight. Staff lovely and helpful and would happily stay there again.",,9,POS
English,Ankara,ibis Ankara Airport Hotel,close location to the airport,"everything else. too small room, not good and quiet experience food, personal is not welcoming, problems in the shower. No shampoo and shower gel, no soap, only something like 3-1 but how is it possible? do you use soap for hair, body and face? Personal really doesn’t assist much, on reception girl also wasn’t warm and welcoming. Also it took long time for check-in, even though there was only 2 people before me.",3,NEG
English,Ankara,ibis Ankara Airport Hotel,very close to airport if you have ab early flight to catch,"too tight space in the room , too much usage of plastic",4,NEG
English,Ankara,ibis Ankara Airport Hotel,Location and not much else. The closeness of the property to the Ankara Esenboğa Airport was the only good thing about this hotel. It wasn't too dirty either. But that's it.,"Staff was professional but not friendly. This hotel, being an ""airport hotel"" doesn't offer a ride to its guests to the airport which is about 1.5 km (about a mile) away. Not only that the hotel doesn't have an arrangement with a taxi rank to provide a facility for its guests to find transport to the airport. We tried to order a large transport to the airport very early in the morning (5:00 AM), no taxi company was taking reservations and the staff was not interested in finding us a solution. They merely said that they could call the taxi rank at the airport and if they didn't have a big car then we should get a second cab to carry out large number of big suitcases. In the end, the cabs we requested didn't arrive in time either, so a kind van driver agreed to take is to the airport whom we tipped generously. The hotel staff tried to prevent the van driver from taking us to the airport, fortunately the driver ignored them.",3,NEG
English,Ankara,ibis Ankara Airport Hotel,A lot of thing was missing the answer we received is their is a lot of people we don’t wait so much people,"Breakfast 
Towel very old in bad state",4,NEG
English,Ankara,ibis Ankara Airport Hotel,The hotel is below average.,Some of the staff are racist and unfriendly,4,NEG
English,Ankara,Raymar Hotels Ankara,Very well located in the city center. Plenty of nice restaurants nearby. Friendly staff.,Something sweet at breakfast would have made it perfect!,10,POS
English,Ankara,Raymar Hotels Ankara,We loved the location with all the restaurants and shops close by.,"The Internet was very, very slow. We didn’t like the loud disco music every night we stayed. Not sure from where it came as buildings are very close together. We couldn’t sleep until it all stopped early hours of the morning.",9,POS
English,Ankara,Raymar Hotels Ankara,"I liked that the staff was really helpful and nice. Great location, clean and value for money",,9,POS
English,Ankara,Raymar Hotels Ankara,The property is in perfect location. everything is at walking distance.,,9,POS
English,Ankara,Raymar Hotels Ankara,"location, breakfast and the room",the toiletries were a bit used,9,POS
English,Ankara,Raymar Hotels Ankara,"Good location and having private parking!
Good breakfast","Receptionist was very tough guy!! He didn’t accept USD and also want a deposit to give me the room!(he didn’t give me two hours to change my money!)
Every time you come to hotel ask you about room number even they know you! This makes you feel uncomfortable!
They don’t have any price list for mini bar! Then they take money whatever they want!",4,NEG
English,Ankara,Raymar Hotels Ankara,Just good location and having parking!,"Impolite staff(even you put don’t disturbing they come to your room to clean or other excuses!), small room, they didn’t accept USD!!!!",4,NEG
English,Ankara,Raymar Hotels Ankara,"Nice design in rooms, breakfast was good","Wifi is useless, does not work AT ALL in the hotel room and not very well in the lobby area either, Most noisy room I’ve ever had in a hotel, the music outside felt like it was inside the room. Could not sleep because of the music and noise from the bars outside. Cleaning was not good, stains on sheets. The shampoo etc in the little bottles in the bathroom were left from previous guests, even had hairs on it.",3,NEG
English,Ankara,Raymar Hotels Ankara,Location,"Not so friendly staff,morning receptionist unhelpful, with very poor English. Breakfast not so good. Room had bad wall with very disturbing neighbour.",4,NEG
English,Ankara,Raymar Hotels Ankara,"Location, staff and free parking.",Room was very tiny and there was a smoking smell everywhere.,4,NEG
English,Beijing,Novotel Beijing Peace,location can’t be beat! right by a subway station and Wangfujing street.,building showing it’s age in some areas,10,POS
English,Beijing,Novotel Beijing Peace,"Great location, decor, friendly service. I always stay here when I am in Beijing.","The breakfast needs to improve. Add pancakes, French toast, baked beans, made to order omelette and eggs. The fried eggs are not good. 
You have an opportunity to have the best breakfast in Beijing.",10,POS
English,Beijing,Novotel Beijing Peace,location and pool,small rooms,10,POS
English,Beijing,Novotel Beijing Peace,"Great location, helpful staff, aircon works and everything is spotless","Overpriced breakfast, leave hotel and eat for a fraction",9,POS
English,Beijing,Novotel Beijing Peace,The hotel it’s in the right place of the city,,10,POS
English,Beijing,Novotel Beijing Peace,The location is good. It is near to shopping area.,"The hotel is old, lack of maintenance. The room is smelly.",4,NEG
English,Beijing,Novotel Beijing Peace,Location very good. Very near the shopping centre.,Toilet water heather is bad. Toilet no water heater and wait for 15 mins . Still no hot water. Finally have to changed the room . After changed the room the toilet shower head is leaking . Air cond is no cool. Very bad . I check out on 20/7 9pm. They still charge me full day . Request to paid half day. But they still not allowed,4,NEG
English,Beijing,Novotel Beijing Peace,Location,"1. Not a single English TV Channel
 You should tell customers this
2. Your booking didn't show the address in
 Chinese. The trip with Taxi was a nightmare
3. The Room is old and smells of smoke
 Simply unbearable",3,NEG
English,Beijing,Novotel Beijing Peace,upgraded.,nor enough bottled water and the refrigerator is broken,4,NEG
English,Beijing,Novotel Beijing Peace,The location was convenient to central Beijing and the breakfast was fine with reasonable options. The room service meals were quite good and at a reasonable price,"The room was really dated with ugly and poor quality re-grouting throughout the bathroom. The bathroom was an awful brown colour, the plug on the basin did not work and ugly grout/silicone everywhere. The safe was too small to hold a 16"" laptop. Also the glass had this really ugly brown marks all over obscuring the view",4,NEG
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",cleanliness is always up to my standard.,"I frequently stay in this hotel, I love everything about it, the location, the food and the kind staff.",10,POS
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Staff were fantastically helpful and friendly. Gave advice and assist to buy tickets online. Room is comfortable. Fridge in the room is very good. Easy to book food delivery and taxi. Had a good stay for the second time. It will be my top choice if staying in Beijing again!,Nothing,10,POS
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","From the first day that I arrive to the hotel , stuff was so helpful . Specially The manager Denis , she was so helpful for everything that I need for . I asked to many questions and instructions about the city. They helped a lot . I’m glad that I stay in this place.",Just the shower area need some more work. Because water coming out from the shower area .,10,POS
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Clean and comfortable .The breakfast was delicious,Nothing,10,POS
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Clean and comfortable, the breakfast was very delicious",Nothing,10,POS
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Location was good for what I needed.,"Rooms are very small. Bed is actually a full size, not a king as advertised. Upgraded to a air purify room but window doesn't close. Pointless. During a very hot time in Beijing the ac would not cool room below 24 degrees Celsius making for warm sleeping",3,NEG
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Location of hotel is good enough and close to the tourist attractions by metro. 
Clean, quite, non-smoking rooms, comfy and with all amenities provided
Amazing Peking duck restaurant across the street",Staff speaks 0 English. This is an international hotel chain and I booked it especially for that reason - thinking that in China (where majority does not speak English) at least these international chain hotels will hire people that can speak English. That was definitely not the case. And especially when there is a problem that would help to deal with any possible issues. Reception staff need to speak fair English as the minimum.,4,NEG
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Near Sunlitun,The room is not cleaned properly. The first thing we noticed when we checked in was red pubic hair on the towel. My husband and I are brunettes. Later I found a tangerine or orange stalk in bed. How is that possible?? 😡 We'll never stay here again. And of course i'd recommend everyone to stay somewhere else if you don't want any skin disease🤢,3,NEG
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",,"I asked the man on the reception for help and he was so rude I thought it might be just fine but the next day he was even more rude ,I don't think he deserve to be standing there in reception because it will affect the hotel reputation",3,NEG
English,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",,Didn’t have shower coat. Smells smoking always. Staff don’t understand and speak english. try to use mobile translator but no good,4,NEG
English,Beijing,The Great Wall Hotel Beijing,The location and for the price is was really good,,10,POS
English,Beijing,The Great Wall Hotel Beijing,"good rooms, location close to the center, in my case to the embassy!!",breakfast menu could be better!!!,9,POS
English,Beijing,The Great Wall Hotel Beijing,Good location and room services,,9,POS
English,Beijing,The Great Wall Hotel Beijing,"Former Sheraton in great location. Not much has changed other than the name, same great service, same great service.",Starting to get a little dated but still quite nice,9,POS
English,Beijing,The Great Wall Hotel Beijing,"Very friendly staff, nice room and decoration",Food in the lounge could be more diverse,10,POS
English,Beijing,The Great Wall Hotel Beijing,Location was all right.,"It is hard to find a satisfactory hotel where the foreigners can also state in China. So, there are not as many options as it should be. The service was not so good. The housekeeper forgot to provide all of the daily included stuff in the room every day. She did provide stuff but always forgot at least something. Even though I called and asked in the reception every evening after I came back, the stuff was too late to provide the necessary stuff despite the fact that I called and reminded several times (every day). Besides, the facilities were not in a good condition. For example, the fridge did not work at all. After enquiry, they checked and said it should work, the second day it was still not working. Finally they had to change the fridge at all. All these details made my stay unpleasant.",4,NEG
English,Beijing,The Great Wall Hotel Beijing,location,WiFi connectivity very bad,4,NEG
English,Beijing,The Great Wall Hotel Beijing,,I did cold shower in the morning because it wasn’t hot…I think this is the basic for any hotel,4,NEG
English,Beijing,The Great Wall Hotel Beijing,,Rather old establishment ....,6,NEG
English,Beijing,The Great Wall Hotel Beijing,Price,Staff are not english speakers,6,NEG
English,Beijing,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",Clean good value for the money. Meets well international standards.,Lobby may look a bit messy.,9,POS
English,Beijing,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel",,business centre was too costly,9,POS
English,Beijing,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel","The room turned out to be better than on pictures. Very clean even though the crapet has some stains it still felt clean to step on (checked both with bare feet and white socks :)). 
Good buffet breakfast. Various enough, hearty, fresh and tasty.
Liked the shampoo/body wash - smelled nice and had good effect on skin and hair.
Even though the personnel mostly doesn't speak english they were very helpful.
Overall good experience.",All good.,9,POS
English,Beijing,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel","Very clean, nice breakfast, 10 minutes walking distance from the metro, convenience store around the corner. We enjoyed our stay a lot!","The only thing, but it happens in many hotels in China, is that it sometimes smells like tobacco in the room because some people smoke in the rooms (even though it's forbidden).",9,POS
English,Beijing,"Holiday Inn Express Beijing Temple of Heaven, an IHG Hotel","Breakfast was a winner, location perfect near Tian Qiao subway station, Tian Tan Park, Beijing natural History Museum, Tian Qiao Performance Center, many good restaurants, etc. Staff courteous and helpful. Room clean. Price was ok. I will definitely stay there again.",No downsides.,9,POS
