Language,City Name,Hotel Name,Upside_Review,Downside_Review,Review_Score,Sentiment
Italian,Ankara,Hotel Ickale,colazione super abbondante e varia,,9,POS
Italian,Ankara,Hotel Ickale,"SPA gratuita, molto carina e pulita. Bagno ampio; nuovo e pulito. Staff cordiale e disponibile a farci lasciare i bagagli dopo il checkout. Posizione vicina alla metro.","Camera con odore di fumo, in generale non è sicuramente un 5 stelle nel senso europeo/italiano. Perdonabile comunque considerando il prezzo ottimo.",9,POS
Italian,Ankara,Hotel Ickale,Hotel 5 stelle. Probabilmente 20 anni fa'. Parcheggio interno ottimo,Piscina chiusa. Se vuoi essere un hotel 5 stelle devi offrire il massimo,6,NEG
Italian,Ankara,Hotel Ickale,Il garage sotterraneo,"Struttura ormai a fine vita, tutto da rifare dai mobili datati ai rivestimenti (evidenti tracce di usura) pur avendo pagato per usufruire della piscina questa per i tre giorni che sono stato ospite , non era accessibile ( nessuna spiegazione....) La colazione era appena sufficiente e sicuramente non da 5 stelle, massimo un tre stelle.",5,NEG
Italian,Ankara,Hotel Ickale,Bella struttura,"Costo elevato colazione , odore di fumo nella stanza",8,POS
Italian,Ankara,Hotel Ickale,Hotel 5 stelle. Probabilmente 20 anni fa'. Parcheggio interno ottimo,Piscina chiusa. Se vuoi essere un hotel 5 stelle devi offrire il massimo,6,NEG
Italian,Ankara,Demora Hotel,"Il Demora Hotel non ha deluso le nostre aspettative che erano chiaramente abbastanza alte dato che la struttura è un 4 stelle. Siamo stati accolti da un addetto che ci ha fatto sentire subito a nostro agio nonostante non parlasse inglese ma solo turco; particolare non trascurabile il parcheggio della nostra moto all'interno della struttura al 4° piano interrato attraverso un ascensore che ha trasportato il veicolo e noi stessi! la stanza era pulita, con tutti i confort e posizionata al quinto piano con una visuale fantastica che dava sulla grandissima moschea di Ankara. Colazione ottima ed abbondante con salato e dolce; la posizione dell'Hotel abbastanza vicina alle vie della movida ma un pò decentrata dalla cittadella (necessita prendere il bus). Comunque esperienza positiva e superconsigliato per Ankara (anche per il prezzo estremamente contenuto).",Nulla,10,POS
Italian,Ankara,Demora Hotel,"Camera spaziosa e luminosa, parcheggio interrato per moto, ottima accoglienza.",Nulla,9,POS
Italian,Ankara,Demora Hotel,"Posizione perfetta, albergo accogliente e molto pulito. Dalla nostra camera bella vista sulla moschea. Per la macchina non ci sono problemi. Lasci la chiave e te la parcheggiano loro.",,9,POS
Italian,Ankara,Demora Hotel,"Hotel pulito e in posizione strategica per visitare anche a piedi molti dei posti significativi di Ankara. per raggiungere il museo etnografico e la cittadella il bus 317 è perfetto, rapido e frequente. La stanza era grande e pulita, servizio quotidiano. la colazione alla turca eccellente a buffet. 
Un’ottima soluzione per soggiornare ad Ankara da turisti.",,10,POS
Italian,Ankara,Demora Hotel,,"La gentilezza e l'ospitalità dello staff dell'hotel. Il giorno dopo dovevamo rientrare in Italia e la receptionist , che tra l'altro parlava un buon inglese, ci ha prenotato il tampone direttamente dall'albergo. Inoltre ci ha messo a disposizione un computer per eseguire il check-in online del volo. La colazione，era ottima e abbondante, ottima qualità.",9,POS
Italian,Ankara,Demora Hotel,La stanza è enorme,Il personale dell'albergo si è proposto in maniera non gentile dal primo momento (check in) fino alla nostra uscita. La colazione non è assolutamente variegata come anticipato,4,NEG
Italian,Ankara,Demora Hotel,Disponibilità del personale,"Siamo arrivati alle 22 stanchi dal viaggio abbiamo dovuto aspettare più di mezz’ora per la camera, inoltre ci era stata assegnata una camera sporca e maleodorante, cambiata poi gentilmente. Colazione negli standard turchi, no dolce.",6,NEG
Italian,Ankara,Demora Hotel,La stanza è enorme,Il personale dell'albergo si è proposto in maniera non gentile dal primo momento (check in) fino alla nostra uscita. La colazione non è assolutamente variegata come anticipato,4,NEG
Italian,Ankara,Hotel Cinnah,La doccia: fantastica! Ottima colazione. La posizione è perfetta per lo shopping a Tunali.,,9,POS
Italian,Ankara,Hotel Cinnah,Il prezzo,"La camera è stata pulita 2 volte su 4 giorni 
La colazione la mattina inizia alle 7:30 che per uno che deve andare in ufficio è troppo tardi",6,NEG
Italian,Ankara,Hotel Cinnah,"Ottima posizione, camera pulita.","Colazione non internazionale, camera piccola rispetto alle foto indicate su Booking.",8,POS
Italian,Ankara,Hotel Cinnah,Camera moderna e parcheggio,Colazione salata non disponibile all’apertura del buffet,7,POS
Italian,Ankara,Hotel Cinnah,posizione,la colazione,7,POS
Italian,Ankara,Hotel Cinnah,Hotel bello e nuovo con un buonissimo rapporto qualità prezzo..ottima anche la colazione!,Stanza poco illuminata,8,POS
Italian,Ankara,Hotel Cinnah,la stanza è esteticamente carina,"personale maleducato. abbiamo chiamato x un problema e hanno risposto malamente.
abbiamo chiesto di preparare una colaIone da portar via e non ci hanno aiutato ( cosa che in tutte le altre strutture hanno fatto).
per 55€ a notte mi aspettavo un trattamento è una cortesia che in Turchia ho ricevuto in strutture molto più economiche.
un sorriso e una risposta gentile sono doverosi per i clienti.
la signora alla reception mi ha risposto in modo molto scocciato e al nostro arrivo ci guardava male. ( cambia lavoro!!!!!) 
in camera mancava lo shampoo e c’era un fastidioso rumore della ventola.
il bollitore dell’acqua con lo sportello rotto che rischiavo di bruciarmi.",2,NEG
Italian,Ankara,Hotel Cinnah,Il prezzo,"La camera è stata pulita 2 volte su 4 giorni 
La colazione la mattina inizia alle 7:30 che per uno che deve andare in ufficio è troppo tardi",6,NEG
Italian,Ankara,Best Western Plus Center Hotel,Interni dell camera belli e confortevoli. Personale gentile e disponibile. Colazione buona.,"Difficoltà di parcheggio in strada davanti all'hotel, seppur aiutati dal consierge non è semplice ogni volta trovare posto per parcheggiare.",9,POS
Italian,Ankara,Best Western Plus Center Hotel,posizione centrale e camera pulita,"nessuna accoglienza e spiegazione e soprattutto non c era un parcheggio vero e proprio, la macchina viene lasciata in strada di fronte all hotel è spostata dallo staff",6,NEG
Italian,Ankara,Best Western Plus Center Hotel,La stanza grande e bagno accogliente,"Pulizia carente
Colazione minimal",6,NEG
Italian,Ankara,Best Western Plus Center Hotel,"Posizione, pulizia, gentilezza dello staff",Nulla,8,POS
Italian,Ankara,Best Western Plus Center Hotel,"Camera ampia e pulita, personale gentilissimo. Si sono preoccupati di parcheggiarci le auto, trovando posto proprio davanti all’hotel.
Posizione vicino alla Kocatepe Camii e Kizilay.",Nulla.,8,POS
Italian,Ankara,Best Western Plus Center Hotel,Interni dell camera belli e confortevoli. Personale gentile e disponibile. Colazione buona.,"Difficoltà di parcheggio in strada davanti all'hotel, seppur aiutati dal consierge non è semplice ogni volta trovare posto per parcheggiare.",9,POS
Italian,Ankara,Best Western Plus Center Hotel,posizione centrale e camera pulita,"nessuna accoglienza e spiegazione e soprattutto non c era un parcheggio vero e proprio, la macchina viene lasciata in strada di fronte all hotel è spostata dallo staff",6,NEG
Italian,Ankara,Best Western Plus Center Hotel,"Posizione, pulizia, gentilezza dello staff",Nulla,8,POS
Italian,Ankara,Hotel Excellence Inn,poco e nulla,no riscaldamento in bagno e palestra non presente anche se pubblicizzata,4,NEG
Italian,Ankara,Hotel Excellence Inn,"La posizione era ottima per i nostri piani, è circondato da diversi opzioni di ristoranti, mercati, farmacie etc per qualsiasi necessità","Uno dei principali motivazioni di prenotazione per noi era la piscina però era fuori uso. La colazione non è granché - considerando la colazione turca poteva essere con la qualità migliore. I muri sono molto sottili, si sente tutto. Quasi ogni sera c’era evento o matrimonio, è stato difficile dormire durante la notte - una volta è stato addirittura troppo forte (pensiamo che fosse un grande litigio)",6,NEG
Italian,Ankara,Asal Hotel,Abbiamo apprezzato molto la camera e la sua disposizione. Trovandoci all'ottavo piano si vedeva un bel panorama della città di Ankara. Letti molto comodi. Buona l'aria condizionata e la connessione Wi-Fi gratuita. Cura nella scelta dei prodotti per il bagno. La struttura in generale sembra essere molto curata. Abbiamo apprezzato molto il ristorante e la colazione. Luogo molto piacevole. Lo staff della cucina si vede che ci mette molto impegno nel curare non solo l'aspetto culinario ma anche l'immagine stessa del ristorante. Tutto in ordine e con cura. La colazione buona e ricca di prodotti tipici locali. Abbiamo apprezzato anche il modo in cui si prendono cura dell'auto per portarla nei garage posti ai piani sotterranei. La posizione centrale dell'hotel ci ha permesso di raggiungere un paio di musei e soprattutto il parco Genclik Parki. Come famiglia nel complesso ci siamo trovati bene. Consiglio la permanenza in questo hotel anche per più di un giorno.,"L'unico neo, se così possiamo dire, è l'ascensore. Abbiamo fatto un po' fatica nell'utilizzo visto che nel momento che premevi per il tuo piano, subito dopo ti trovavi nei sotterranei. Per il resto nulla da dire.",10,POS
Italian,Ankara,Asal Hotel,Camera pulita con bella vista.Colazione da migliorare per standard stranieri (non tu rchi) Staff gentile e disponibile. Buona posizione. Economico,Colazione niente di che,9,POS
Italian,Ankara,Asal Hotel,"Posizione centrale, stanze spaziose, personale molto cortese. Servizio di car valet. Ottima e abbondante colazione","Pur avendo prenotato stanze non fumatori, entrambe le stanze puzzavano parecchio di fumo.",6,NEG
Italian,Ankara,Asal Hotel,Colazione solo salata.,,7,POS
Italian,Ankara,Asal Hotel,Si abbastanza,"L’acqua della doccia nn scendeva, era quasi intasata…",7,POS
Italian,Ankara,Asal Hotel,"il rapporto qualità/prezzo è eccezionale. Camere Ampie, pulite e confortevoli. Staff gestissimo è pronto ad ogni nostra richiesta. lo consiglio",Ad agosto sarebbe bello avere semplicemente un lenzuolo per coprirsi la notte e non il piumone… ma questo è un problema di tutti gli hotel della Turchia,8,POS
Italian,Ankara,Grand Sera Hotel,"Tutto,la posizione,lo staff,la colazione",Niente,10,POS
Italian,Ankara,Grand Sera Hotel,Hotel posizionato in pieno centro con una ottima colazione e un rapporto qualità prezzo eccezionale,Lo stuff non parla inglese ma ci siamo capiti ugualmente,9,POS
Italian,Ankara,Grand Sera Hotel,"Hotel moderno, camera pulita, letti comodi e colazione varia. Incredibile rapporto qualità/prezzo. Consigliato",Niente,10,POS
Italian,Ankara,Grand Sera Hotel,"la gentilezza dei ragazzi in reception, bravi e molto competenti, parlano poco inglese ma se la cavano, sopratotto ottimo il servizio per poter ordinare la cena d'asporto","ne avrei da dire su questo hotel, in primis non rispecchia per niente le foto che hanno come copertina, il quartiere dove si trovo è terrificante, non c'è praticamente nulla oltre a degli orafi, i due ristoranti vicino all'hotel chiudono alle 8, la camera puzzava di fumo in un modo assurdo, non ci hanno rifatto la stanza nonostante siamo stati li tre giorni e questo è il meno. e poi molto molto lontano dal centro. ASSOLUTAMENTE ABBOLITO",4,NEG
Italian,Ankara,Grand Sera Hotel,"Nel complesso una buona struttura, non distante dalla Cittadella (per quanto alle pendici della collina, quindi bisogna fare una bella salita per raggiungerla), pulita, staff cortese, stanze ampie e una buona prima colazione.",,8,POS
Italian,Ankara,Grand Sera Hotel,"Tutto,la posizione,lo staff,la colazione",Niente,10,POS
Italian,Ankara,Demonti Hotel,"Colazione ottima,personale disponibile, struttura molto bella, camera incantevole.",,10,POS
Italian,Ankara,Demonti Hotel,"Posizione molto buona rispetto al centro della cittò, visitabile a piedi. Staff molto gentile, è stato semplice dialogare con loro. La colazione a buffet è ricca e varia (sia dolce che salato) credo la migliore trovata nel mio soggiorno in Turchia. é stato possibile parcheggiare gratuitamente la moto nel parcheggio dell'hotel.",,9,POS
Italian,Ankara,Demonti Hotel,,"Il divano era completamente bruciato da sigarette senza alcun interesse nel nascondere il fatto, sarebbe bastato un copridivano per rendere la stanza sicuramente più ospitale.
Il bagno con la vasca idromassaggio con pochissima areazione, rischio svenimento durante il bagno in vasca.",5,NEG
Italian,Ankara,Demonti Hotel,"Buon albergo ottima la quantità del sonno 
Colazione ottima varia e ricca","La manutenzione del bagno
Perdite di acqua in bagno maniglie
Difettose",8,POS
Italian,Ankara,Demonti Hotel,Upgrade gratuito della camera,Letto non molto confortevole,7,POS
Italian,Ankara,Demonti Hotel,"Colazione ottima,personale disponibile, struttura molto bella, camera incantevole.",,10,POS
Italian,Ankara,Hotel Best,Il personale è stato cordiale e professionale. Colazione molto abbondante ed ottima pulizia.,,10,POS
Italian,Ankara,Hotel Best,"Hotel un po' datato ma con buoni servizi. Parcheggiatore presente all'arrivo, buona colazione e in posizione strategica per ristoranti e locali.",Condizionatore troppo rumoroso.,9,POS
Italian,Ankara,Hotel Best,"La posizione, il rapporto qualità prezzo","Colazione, aria condizionata non ben funzionante e che quindi non rinfrescava e se apri la finestra ti ritrovi nel frastuono di una strada a quattro corsie.",6,NEG
Italian,Ankara,Hotel Best,"Posizione in un quartiere sicuro con una grande offerta di ristoranti, bar con buona musica, caffetterie. 20 minuti a piedi dalla moschea. Staff gentile e professionale.
Camera confortevole.",Albergo vecchio stile.,8,POS
Italian,Ankara,Hotel Best,"Posizione, gentilezza staff, dimensioni camera","Un po' rumorosa, dava sulla strada, camera calda, arredamento un po' datato, colazione con poca scelta dolce, assenza canale TV italiano,anche 1 basta",7,POS
Italian,Ankara,Hotel Best,Il personale è stato cordiale e professionale. Colazione molto abbondante ed ottima pulizia.,,10,POS
Italian,Beijing,Jianguo Hotel,"Il Jianguo è un albergo storico pechinese, dove tra l'altro potrai godere ancora il lusso di una colazione all'aperto",,10,POS
Italian,Beijing,Jianguo Hotel,"La Struttura ci è piaciuta molto. Molto pulita e con molti servizi.
Lo staff era buono anche se il livello di inglese molto basso, ma questo è un problema comune in Cina.
Camere come nelle foto, bagno spazioso e con tutti i comfort.",Il basso livello di inglese ed il fatto che chi prenota tramite booking non ha la colazione inclusa.,9,POS
Italian,Beijing,Jianguo Hotel,Siamo stati per la seconda volta in questo hotel nello stesso viaggio ma questa volta la camera nonostamte fosse bella ed accogliente non ha rispettato quello che cercavamo.,Rumori dovuti alla vicinanza dell'ascensore e il vociare della gente nei corridoi.,6,NEG
Italian,Beijing,Novotel Beijing Peace,"Personale gentilissimo, posizione ottima.
Letto veramente comodo.",,10,POS
Italian,Beijing,Novotel Beijing Peace,Posizione,"Struttura vecchia, camere vecchie con forte odore di fogna per la moquette vecchia e impregnata di umido, colazione organizzata male e poca scelta",3,NEG
Italian,Beijing,Novotel Beijing Peace,ingresso,mancava colazione internazionale,7,POS
Italian,Beijing,Beijing Shangchao Hotel,"La reception è molto carina, ma la stanza che ci hanno dato non era come nella foto. Abbiamo dovuto cambiare stanza ma lo staff della reception è stato molto gentile e ci è venuto incontro. La posizione è buona.","Dalle foto mi aspettavo di più, inoltre la signora delle pulizie è insopportabile.",6,NEG
Italian,Beijing,Beijing Shangchao Hotel,Bell’ambiente con comoda hall e bar all’ingresso. Personale accogliente. Buona posizione a circa 20 minuti dalla metro; ristoranti e supermercati nelle vicinanze. Buon rapporto qualità presso rispetto alla media di Pechino.,,8,POS
Italian,Beijing,DoubleTree by Hilton Beijing,"Difficile trovare qualcosa di positivo, forse la volontà del personale di venire incontro al cliente ma purtroppo non parlavano inglese è quindi utilizzando google traditore era molto difficile comunicare","posizione, struttura abbastanza vecchia",3,NEG
Italian,Beijing,DoubleTree by Hilton Beijing,"La metro di ""Daguanying"", linea 7, dista ca. 200 metri dall'albergo e quindi comoda per raggiungere i vari quartieri e siti turistici.",,8,POS
Italian,Beijing,"China World Hotel, Beijing",cortesia del personale,"e’ un hotel che a dispetto delle mie aspettative e’ poco orientato alla clientela occidentale, così anche i servizi come la colazione troppo di impostazione cinese.",4,NEG
Italian,Beijing,Guo Ji Yi Yuan Hotel,ottima posizione in centro città non lontana dalla Città Proibita,"Albergo vecchio stile, non ben organizzato, assolutamente non 5 stelle.. 
Personale non adeguatamente preparato per ricevere stranieri.
Il ristorante era chiuso prima delle 20 nonostante l’orario di chiusura fosse previsto alle 21.
La colazione era scarsa, non tempestivamente rifornita. Il tè non era fresco ma disponibile in caraffa termica.",5,NEG
Italian,Beijing,"Holiday Inn Express Beijing Airport Zone, an IHG Hotel",Staff disponibile e cordiale,"La camera doveva essere doppia matrimoniale, ma il letto effettivamente è una piazza e mezzo, la moquet era macchiata.",6,NEG
Italian,Beijing,Shangri-La Beijing,Colazione appena accettabile per uno straniero,"Ristorante, Servizi di navetta, servizi turistici",5,NEG
Italian,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Ottima posizione, personale gentile e buona scelta nella colazione a buffet.",,10,POS
Italian,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","la colazione è pieno di scelte e la vista fuori la finestra è bellissima
la camera è molta pulita e lo staff delle pulizie è molto gentile","andare in piedi è un po' lontano dalla fermata di metro, molto comodo con bike sharing",9,POS
Italian,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","staff eccezionale, pulizia super","il letto e il cuscino un po' troppo duri, ma questo chiaramente è un parere soggettivo",10,POS
Italian,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel",Hotel ben posizionato. Colazione con molta scelta. Personale gentile. Camera comoda anche se non ampia,"Quasi nessuno parla inglese. Almeno il personale dell'accettazione deve saper altre lingue oltre il cinese! 
La pulizia lascia a desiderare. I bagni pubblici sono sporchi ed in stanza ogni giorno abbiamo trovato capelli sul pavimento!!",8,POS
Italian,Beijing,"Holiday Inn Express Beijing Dongzhimen, an IHG Hotel","Posizione ottima, 10 minuti a piedi dalla fermata della metro.",La comunicazione col personale a volte difficoltosa,8,POS
Italian,Beijing,Peking Youth Hostel,"Ambiente molto amichevole, posizione davvero strategica, nella via dei negozietti e a due passi dalla zona dei locali per la sera! Super consigliato!","Camera un po spartana, ma rapporto qualità prezzo ottimo",10,POS
Italian,Beijing,Peking Youth Hostel,"Posizione perfetta, una traversa di Nan Luo Gu Xian, piena di negozi e con tantissima gente per il passeggio. Vicinissimo a piedi (10 min) da Shichahai, dove ci sono tanti localini con musica dal vivo la sera. Ha una fermata metro a due passi. Stanze spartane ma accettabili. Buonissimo rapporto qualità prezzo.","Andrebbe migliorato il bagno, ma per il costo e la posizione va bene cosi!",10,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,"Accoglienza immediata, ambiente ottimo moderno, richieste soddisfatte",,10,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,"Il punto forte di questo hotel è senza dubbio la posizione, vicinissimo alla stazione centrale. In più alcune delle principali attrazioni sono raggiungibili con una breve passeggiata.","La stanza è un po' piccola, ma cmq pulita e dotata del necessario, quindi ok.",10,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,"Posizione eccezionale a due passi dalla principale stazione di Berlino.
Malgrado la posizione centrale, molto silenzioso.","Pulizia migliorabile ma darei un voto appena sotto la sufficienza.
Basterà un piccolo sforzo per prendere una sufficienza piena.",9,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,Posizione centrale d vicina alla stazione metro.,Camere piccole.,10,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,"Posizione ,accoglienza, pulizia .",,10,POS
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,Posizione. Colazione.,"Stanze minime, letti piccoli, spazi ridottissimi, soprattutto nelle stanze doppie. Pulizia della stanza solo su richiesta. La stanza non è rassettata giornalmente. Prezzo eccessivo per il servizio offerto.",4,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,La posizione ad un passo dalla stazione centrale.,"Davvero sporco, lenzuola ruvide che grattavano e vecchie, piene di macchie . 
Accoglienza scarsa , poche o nulle le informazioni.
Lavanderia praticamente impossibile da utilizzare all'interno della cucina comune. 
Poco senso di sicurezza.",3,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,Posizione abbastanza comoda.,"Lo staff non si è comportato correttamente alla nostra richiesta di poter usufruire del deposito bagagli gratuito garantiti come da comunicazione ricevuta dall'hotel ed esibita alla signorina (Di lingua italiana), la quale ha riferito che non ne sapeva nulla costringendoci ad usare invece un armadietto a pagamento. Il secondo giorno sono stati prelevati correttamente gli asciugamani, ma non sono stati sostituiti. Alla reception ne abbiamo chiesti tre, ma ne avevano solo due.",4,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,La vicinanza alla stazione,"Camera piccola, sporca e piena di polvere",3,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,"posizione buona, vicino alla stazione centrale
personale gentile
colazione sufficiente per il livello dell'albergo","camera piccolissima con 4 letti, senza spazio per muoversi, grande come la cabina di una nave
i letti erano sporchi, pieni di peli di clienti precedenti
non è mai stata nè pulita la camera, nè i bagni, nè rifatti in letti e cambiati gli asciugamani in tre giorni di soggiorno, nonostante le nostre lamentele e i solleciti dello staff
ci hanno detto che la ditta di pulizia era una ditta esterna e che ci erano già stati problemi con altri clienti
inoltre la struttura era molto fatiscente con lavori nei corridoi e gli ascensori funzionavano male, ad esempio non fermavano al nostro piano",3,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,la posizione,la scarsissima pulizia,3,NEG
Italian,Berlin,MEININGER Hotel Berlin Hauptbahnhof,la vicinanza ai mezzi pubblici di trasporto e che fosse una zona centrale e ben collegata,la struttura era vicina alla stazione centrale,4,NEG
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,"Stanza comoda, pulita e ben accessoriata. Utile la possibilità di self check-in per evitare code alla reception.",2 euro a bagaglio per il deposito in caso di necessità.,9,POS
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,camere ottime. e colazione,,10,POS
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,Super disponibilità alle richieste extra.,,10,POS
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,L'hotel era Carino proprio al centro,"La mia stanza non era molto pulita gia da quando sono entrata ,la cabina dove fai la doccia usciva acqua fuori la stanza perché non era messo bene il silicone,quindi dovevo mettere dei asciugamani per asciugare! Letto purtroppo non molto comodo. Colazione non mi è piaciuto piu di tanto per un hotel a 4 stelle mi aspettavo di piu,poi c'era un signore con molta barba adetto alla cucina che controllava il buffet e non mi è piaciuto perché a toccato il mangiare con le mani non aveva I guanti nn e bello ! La Colazione non era fresca tutto gia preparato è le uova (Rührei)sono dal tetrapack 🤨Peccato un bel hotel ma purtroppo non molto pulito",9,POS
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,"Hotel in posizione strategica, ottimo per raggiungere tutte le principali attrazioni della città. Camera semplice e con tutti i comfort, pulita e sileziosa.",La colazione a 24 euro a persona è più del doppio di quanto si spende facendola al bar.,9,POS
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,Prezzo assurdo e bassa qualità,,3,NEG
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,La posizione,"Molte cose: la tazza del bagno è ricavato nella stessa camera da letto , separato da vetri opachi, come la doccia. Il lavandino si trova a circa 30 cm dal letto. Non è una stanza matrimoniale perché i 2 letti, di una piazza e mezza, si aprono al centro perché non uniti da un unico lenzuolo.Non esiste il bidet in tutto l’Hotel. Non esistono asciugamani per la doccia che sono poco più grandi di asciugamani per il viso. Richiesti più asciugamani, almeno per asciugare la parte superiore e la parte inferiore del corpo … non è mai arrivato nulla. La stanza che occupavamo ( n.3413) con una vista stupenda su Alexander PlayStation ( pagando in più 20 euro al giorno) ha la porta di vetro della doccia che non si chiude fino in fondo. Pertanto ogni volta che facevamo la doccia , si allagava la stanza, bagnando di conseguenza le nostre pantofole! Rapporto qualità prezzo pessimo.",4,NEG
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,vista e posizione centrale,"colazione, comfort camera ( camera praticamente chiusa ermeticamente , nessuna apertura verso l'esterno e quindi senza ricambio aria ), set per igiene assolutamente scarso e scadente di qualità, camera superior senza frigobar.",4,NEG
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,Posizione,Camera wc bagno,4,NEG
Italian,Berlin,Park Inn by Radisson Berlin Alexanderplatz,Solo la posizione abbastanza centrale,"Pulizia della camera insufficiente (tracce di capelli, polvere sulle superfici). Colazione scarsa e priva di cibi dolci. Hotel troppo frequentato e ingresso in condivisione con un fast food. Tutto mediocre.",4,NEG
