Language,City Name,Hotel Name,Upside_Review,Downside_Review,Review_Score,Sentiment
German,Ankara,Hotel Ickale,"Mein kofferträger war ein lieber Kerl auch zu meinen Kindern.
Hatte eine Suite preis war ok 
Ausblick vom schmalen Balkon Anitkabir ging positiv ist das es in der Nähe ist","Die Lage ist für Familien eine Katastrophe da kann auf jedenfall keine Frau allein abends raus weil die ganze Straße mit Pavyons Full ist dem entsprechend die Menschen in dem Viertel.
Personal Kann nicht mal ein Menschen in die Augen gucken beim sprechen sehr un-professionell.
Balkon Tür Balkon Sicherheit für Kinder eine Katastrophe und Alkoholisiert sollte auch kein erwachsener raus.
Ich als Türke bin etwas anderes gewohnt in mein Land Schulnote 5-",3,NEG
German,Ankara,Hotel Ickale,"Gar nichts, für das Geld und für die 5 Sterne viel besseres erwartet","Nicht Gastfreundlich, sehr schlechte Frühstück, Personal nicht zu vorkommend, unflexibel und unfreundlich. Balkontür undicht hat ganze Zeit gezogen:((
Nieee wieder...",3,NEG
German,Ankara,New Park Hotel,Lage zur Innenstadt Kizilay und Kocatepe Camii sehr gut.,Es gibt nichts zu beanstanden.,10,POS
German,Ankara,New Park Hotel,"Das Personal ist freundlich und hilfsbereit. Sehr vielfältiges Frühstück, auf Wunsch gab es Spiegelei.",,9,POS
German,Ankara,New Park Hotel,Das Personal ist sehr freundlich und hilfsbereit. Sehr reichhaltiges Frühstück.,,9,POS
German,Ankara,New Park Hotel,"Personal,Küche und das Restaurant",Geruch im Bad von der Kanalisation,9,POS
German,Ankara,New Park Hotel,Die Lage ist super zentral! Zu Fuß nur 10 Minuten vom Kızılay Platz entfernt. Die Zimmer waren sehr sauber und sehr geschmackvoll eingerichtet. Das Frühstück war sehr reichhaltig und lecker. Das Personal ist sehr freundlich und hilfsbereit.,Keine,9,POS
German,Ankara,New Park Hotel,"Überaus freundliches Personal und sehr sauberes, geräumiges Zimmer in zentraler Lage.",Die Wände sind ein wenig dünn. Man hört das Nachbarzimmer.,9,POS
German,Ankara,New Park Hotel,"Frühstück war abwechslungsreich und lecker, Auswahl war groß. Zentrale Lage des Hotels.","Raucherzimmer. Hierdurch roch nicht genutzte Kleidung am Ende auch nach Zigarettenrauch. Nichtraucherzimmer waren nicht ""im Angebot"" ( zumindest habe ich bei Buchung keinen entsprechenden Hinweis bemerkt ). Ein Zimmer roch zudem nach Abfluß, Besserung nach Nutzung von Waschbecken bzw. Dusche.",4,NEG
German,Ankara,New Park Hotel,Das Frühstücksbuffet war umfangreich und gut.,"Nachdem das erste Zimmer zum Teil unter Wasser stand wurde mir ein anderes Zimmer zugewiesen, in welchem es die ganze Zeit über unangenehm roch. Ich vermute, dass die Abflussbelüftung die Ursache war, da der Geruch aus dem Badezimmer kam. Dass ich mehrfach täglich meine Schlüsselkarte neu programmieren lassen musste, war eigentlich nur noch ärgerliche Nebensache. Und natürlich wurde auch die Rechnung nicht zugesandt.",4,NEG
German,Ankara,New Park Hotel,,"Es ist extrem laut im Zimmer gewesen da das hotel an einer großen Kreuzung steht keine Entspannung oder Erholung möglich, nachts konnte man nicht schlafen",3,NEG
German,Ankara,New Park Hotel,die Lage. Nah der City gelegen. Das freundliche Personal,"sehr veraltet und verdreckt. Die Werbung, die vor Einchecken geschickt wird , um zu zeigen wie Coronakomform gearbeitet wird , wir 0% umgesetzt. Bad Dusche mit Schimmel belegt. Zimmermöbel extrem veraltet. Hotel ist macimal3 Sterne.",4,NEG
German,Ankara,New Park Hotel,Das Hotel ist sehr Zentrumsnah gelegen. Das Personal ist sehr freundlich solange man keine Beschwerden äußert.,"Leider in die Jahre gekommenes Hotel.
Zimmer: Sehr sehr laut, die Fenster sind nicht dicht und da das Hotel direkt an der Hauptstraße liegt bekommt man den ganzen Verkehr bei Tag und Nacht in vollem Umfang mit. Empfehlung Ohrstöpsel tragen. Leider funktioniert die Zimmerheizung auf allen Zimmern und Etagen nicht, die Thermostate sind ohne Funktion. Hier gibt es nur Heiß oder kalt. Also man hat ein Zimmer mit 45 oder 5 Grad. Eine Anfrage an der Rezeption hat dies bestätigt und wir entschieden uns ohne Heizung in dem Zimmer zu bleiben und ließen diese komplett abschalten.
Dusche: In die Jahre gekommen, Hier und da Schimmel. Handtücher rochen nach Zigarettenrauch. Wahrscheinlich wird in der Wäscherei stark geraucht. Leider ist die Glastrennung zwischen der Dusche und dem Rest des Badezimmers nicht ausreichend, hier hat man auch bei vorsichtigem Duschen sofort ein Swimmingpool bis zum Zimmerteppich. Absolut unangenehm wenn man dann im Zimmer auf einem nassen Teppich treten muss.
Frühstück: Eine sehr kleine Auswahl an Speisen und das was da ist, ist auch von schlechter Qualität. Also erwartet hier nichts frisches oder gesundes wie es in einem Türkeiurlaub üblich ist.
Keine COVID-19 Schutzmaßnahmen, diese werden nicht gelebt. Hustende Gäste bedienen sich am offenen Büfett und tragen dabei keinen Mund-Nasenschutz sowie Schutzhandschuhe. Dieser Umstand hat sich über Tage so hingezogen.
Auf meine Beschwerde an der Rezeption und im Restaurant.
ANTWORT HOTEL: Es bleibt jedem Gast selbst offen, ob dieser an den COVID-19 Schutzmaßnahmen teilnimmt.
FRAGE: Wie schütze ich mich, wenn ich eine Scheibe Brot nehme auf dem sich Speichel, welches durch Husten und den nicht desinfizierten Händen befindet ?
LIEBES MANAGEMENT: BITTE NIMMT COVID-19 ERNST UND ERGREIFT SOFORT MAßNAHMEN WELCHE DEN SCHUTZ EURER GÄSTE SICHERSTELLEN
Nochmals würde ich in dieses Hotel nicht kommen und auch keinem weiter empfehlen, ich verstehe die 5 Sterne nicht und kann diese auch nicht nachvollziehen.",4,NEG
German,Ankara,New Park Hotel,"unsauber , in die Jahre gekommen","Sauberkeit , Altes Hotel",3,NEG
German,Ankara,New Park Hotel,,"Wir haben 2 suiten für eine Nacht reserviert.(mit ex Lounge (Snacks und Alkfreie Getränke in Zimmerbar umsonst).
Angerfrag war weiterhin 2 Wochen vorher eine frühere Anreise ca. 11.30 bis 12.00 die vielleicht als möglich in Aussicht gestellt wurde. Unsere Ankunft war um 13.30 Zimmerübergabe unverschämt um 18.30. Zimmerbar Wasser und Snacks natürlich leer. Zimmertemperatur über 30 Grad Klima hat das über Nacht vielleicht 25 runtergekühlt. Gewünscht waren Zimmer in der Nähe oder nebeneinader. Übereinander im grossflurigen Hotel ist da nicht in Ordnung",3,NEG
German,Ankara,New Park Hotel,Frühstück war gut. Freundliche Bedienung.,"Schlechte Lage, große Straßenkreuzung und sehr laut.
Gestank aus dem Abfluss unerträglich und das noch in einem Suite.",5,NEG
German,Ankara,Hotel Cinnah,"Frühstück war vielfältig, großes Angebot. Abendessen haben wir uns ins Zimmer bestellt, war sehr lecker. Alles total frisch. Das Personal ist super freundlich und hilfsbereit. Zimmer wurde täglich gereinigt. Alles bestens.","Für den Preis ist alles top. Uns hat alles gefallen. Wer aber mehr erwartet, kann gerne wo anders mehr zahlen. Wir waren sehr zufrieden allem.",10,POS
German,Ankara,Hotel Cinnah,gut wie so oft,nichts,9,POS
German,Ankara,Hotel Cinnah,Zimmerservice prima - Essen auch sehr gut,"das das Management Gäste das Rauchen im Restaurant erlaubt - sehr ungewöhnlich..,,.",9,POS
German,Ankara,Hotel Cinnah,"gute Lage, moderne Ausstattung, tolle Dusche.",Licht im eh etwas dunklen Zimmer eher dunkel und schummrig.,9,POS
German,Ankara,Hotel Cinnah,"gut wie immer !!
Sauberkeit ausserhalb der Zimmer fehlte",Sauberkeit ausserhalb des Zimmers,9,POS
German,Ankara,Hotel Cinnah,alles in Ordnung wie die anderen Male,die Problematik mit der Belastung meines Konto mit US Dollar konnte weder zufriedenstellend geklärt werden noch wurde eine Lösung angeboten - ergo zahle ich jetzt bar,9,POS
German,Ankara,Hotel Cinnah,Die Lobby ist sehr schön und bequem.,"Es sieht nicht aus wie auf den Fotos. Wir haben das Zimmer über Booking.com gebucht, uns wurde gesagt „sie haben economy gebucht“ was ich so nicht bestätigen konnte. Unser Zimmer war etwas größer als das Bett. Haben quasi eine Abstellkammer bekommen. Sauber war es auch nicht. Haben uns nicht getraut in dem Zimmer zu duschen, da es ziemlich unappetitlich aussah. Ich denke mehr brauch ich nicht sagen.",3,NEG
German,Ankara,Hotel Cinnah,"Lage&Personal Top! sauberkeit schlecht Bettwäsche haben extrem gerochen…
Aber das team war sehr hilfsbereit und Freundlich",Sauberkeit!!!,4,NEG
German,Ankara,Hotel Cinnah,Personal von Cafe war sehr höflich.,"Sehr laut, in der Nacht sehr laut, Diskussionen- Streitereien.",4,NEG
German,Ankara,Hotel Cinnah,,"das Zimmer war zu kalt
Heizung funktionierte nicht
das Zimmer war nicht sauber",4,NEG
German,Ankara,Hotel Cinnah,das Zimmer sah schön aus und das Personal war freundlich.,"Wir waren im Zimmer 117 , was schön eingerichtet war , jedoch viel zu klein war . Wir haben sehr schlecht geschlafen , da die ganze Nacht laute Geräusche aus der Lüftung kam und ohne die Klimaanlage das Zimmer zu stickig wurde ….",4,NEG
German,Ankara,Hotel Cinnah,Das Frühstück war in Ordnung.,"Das Zimmer war nicht wirklich sauber, vor allem das Bad. An den schwarzen Türen waren Fingerabdrücke, Fettflecken zu sehen. Die Fliesen am Waschbecken waren dreckig, man konnte noch Flecken, die wahrscheinlich vom Zähneputzen entstanden sind sehen. Wir hatten Löcher an dem Handtuch. Das Personal und das Frühstück waren in Ordnung aber der Rest, ging gar nicht.",3,NEG
German,Ankara,Hotel Cinnah,,Das Zimmer war nicht ordentlich geputzt. Die Klimaanlage und der Kühlschrank funktionierten nicht. Das Personal konnte bei beidem nicht weiterhelfen (oder wollte es nicht).,3,NEG
German,Ankara,Hotel Cinnah,"Pro:
—-Frühstück
—-Lage (sehr moderne Gegend mit vielen Botschaften drumherum und sehr zentral)
—-Der junge Mann an der Rezeption täglich ab 18:00 Uhr (Name leider nicht Bekannt, aber war sehr professionell) 
—-Zimmertausch nach Beschwerde über lautem Ventilator-Anlagen vom Nachbargebäude ging problemlos
—-Kofferaufbewahrung auch nach dem Auschecken möglich (war sehr vorteilhaft für uns)","Contra:
—-Zu Kleine Zimmer
—-Dame an der Rezeption (haben gesehen, wie Sie ihre Augen verdreht hat bei einem Gast, der Probleme mit der Sprache hatte, und das vor anderen Gästen, die gerade beim Einchecken waren) Sowas geht gar nicht…
—-Sauberkeit lässt zu wünschen übrig (Haarbüschel lag tagelang an der Ecke von der Toilette)
—-Unglaublich viel Staub an allen Ecken und Gegenständen
—-Klimaanlage fast jeden Tag defekt (trotz mehrmaligem Hinweis und Beschwerde, wurden wir immer hingehalten und sogar angelogen, dass der Techniker sich drum kümmert, aber nichts ist geschehen.)
—-Sehr sehr hellhörige Wände (man weiss garnicht, woher die Stimmen und Geräusche kommen, ob Oben Seite oder Unten, auch Wasserleitungen waren sehr laut gewesen)
—-Löcher in Bettlaken
—-Unfreundlicher Chefkoch (auf Fragen zum Buffet wurde genervt geantwortet, so dass man sich so gefühlt hat, als ob man nicht willkommen ist)
—-Eher ein 3 Sterne Hotel als ein 4 Sterne Hotel",4,NEG
German,Ankara,The Green Park Ankara,war das zweite Mal da sehr gepflegt sehr komfortabel Ausstattung sehr gut Service sehr gut Frühstück sehr lecker ich freu mich immer wenn ich da bin👍🏽👍🏽👍🏽👍🏽,,10,POS
German,Ankara,The Green Park Ankara,Lage und schneller servis,,9,POS
German,Ankara,The Green Park Ankara,Sehr saubers Zimmer. Nettes Personal. Sehr zu empfehlen.,,10,POS
German,Ankara,The Green Park Ankara,Die Ruhige Lage von Greenpark. Besonders hat mir die Nachfrage von Frau Meltem sehr gut gefallen.,,10,POS
German,Ankara,The Green Park Ankara,"Sehr große Zimmer. Frühstück super.
Sehr sauber","Zimmer sind 26°C geheizt gewesen. Zum abkühlen musste man die Klimaanlage einschalten.Die Heizung konnte man nicht abschalten da es wohl zentral für alle Zimmer eingeschaltet bzw. Ausgeschaltet wird. Die Klimaanlage wollte ich bei der aktuellen Klimakrise nicht einschalten, da es für mich nicht ethisch wâre.",10,POS
German,Ankara,The Green Park Ankara,"Tolles hotel, nettes Essen, nette leute und super Spa",Etwas entfernt vom Zentrum aber sonst toll!,10,POS
German,Ankara,The Green Park Ankara,"Die Lage war sehr schön, es gab sehr gute Restaurants und Cafés. Die Umgebung war sauber und ruhig.","Das gilt leider überall in der Türkei. 5-Sterne-Hotels in der Türkei gelten in Europa als 2- oder 3-Sterne-Hotels. Hotels werden sehr stilvoll, hell, beleuchtet und auffällig gemacht, aber leider ist die Qualität gleich Null. überall zerfällt. Es gab keinen Ort, an dem ich eine Pastenzahnbürste liegen lassen konnte. Es gab so viele Ein- und Aus-Knöpfe der Lampen, dass ich sie nacheinander drücken musste, um jedes Mal den richtigen zu finden. Das Sofa und der Stuhl im Zimmer waren sehr schmutzig. Fenster waren extrem schmutzig und kaputt. Die Böden in der Toilette waren schmutzig, die Unterseite der weißen Hausschuhe war in 2 Tagen schwarz geworden. Die Tür der Toilette war aus Glas, wir können sogar sagen, dass es sie nicht gab. Es gab keine Belüftung in der Toilette. Und da es nicht an der Tür war, kam der ganze Geruch herein. Das Badezimmer und das Waschbecken hatten nachts einen sehr schlechten Geruch. Ich musste die Löcher mit Handtüchern abdecken.",3,NEG
German,Ankara,The Green Park Ankara,die Unterkunft war zentral,das Personal,4,NEG
German,Ankara,The Green Park Ankara,,"Das Hotel hat es seit Wochen nicht geschafft, mir eine richtige Rechnung auszustellen.",3,NEG
German,Ankara,The Green Park Ankara,,"Leider gab es einiges an schlechte Erfahrung. Krasseste war, dass sie mir 600 TL mehr abgehoben haben, als das ich über booking.com reserviert habe - nach mehrmaligem Beanstanden habe ich das Geld bar zurück bekommen. In dem Hotel-Bistro haben die uns auch andere Preise in Rechnung gestellt, als dass es im Menü drin stand. Nachdem wir das Menü angefordert haben im die Preise zu vergleichen, haben die in alle Menüs geschaut, um uns die teureren Preise zu zeigen. Auch hier habe ich nach Beanstanden mein Geld zurück bekommen. Personal wirkt sehr gestresst und überhaupt nicht hilfsbereit! Da gehen wir nie wieder hin!",3,NEG
German,Ankara,The Green Park Ankara,Motiviertes Personal und Preis-Leistungsverhältnis i. O.,Zimmer in die Jahre gekommen und Bäder dringend renovierungsbedürftig. Leider schlechte Abluft und roch zeitweise nach Klärwerk….,5,NEG
German,Ankara,The Green Park Ankara,Die Lage ist super und der Ausblick aus den oberen Etagen ist toll. Das Personal ist sehr freundlich.,"Leider war mein Zimmer nicht so sauber, vor allem in den Ecken. Auch hat die Klimaanlage nicht funktioniert. Angeblich wohl im ganzen Hotel. Das war letztes Jahr alles besser. Schade",6,NEG
German,Ankara,The Green Park Ankara,"- Frühstück 
- Ausblick","- Hartes Bett
- Unfreundliches Personal",6,NEG
German,Ankara,The Green Park Ankara,"Die Lage des Hotels ist ziemlich i.o Spa Bereich ist Super. Pool mit Fitness, Hamam und Sauna alles Top.","Meiner Meinung nach müsste in diesem Hotel das gesamte Personal ausgetauscht werden von den Room Service bis hin zu den Mitarbeiter an der Rezeption. Es übertrifft sämtliche Frechheit und Unverschämtheit. Z.b nach unserer ersten Nacht legten wir höflichkeitshalber ein grosszügiges Trinkgeld auf das Bett für das Putzpersonal und gingen dann in die Stadt. Als wir später zurück kamen, entdeckten wir ein ungeputztes Zimmer aber das Trinkgeld wurde stinkfrech mitgenommen. Auf anfrage bei der Rezeption kam als Antwort. ( I don‘t know we will clean it tomorow ). Die Preise in Restaurant sind im Vergleich zu den in der Nähe zu hoch. Von der Mini Bar Rate ich sowieso ab.",6,NEG
German,Ankara,ibis Ankara Airport Hotel,"Ich war sehr zufrieden. Das Essen war Top und die Personal hat sich sehr gekümmert. Der Herr Tolga (Rezeptionsabteilung) war auch sehr lieb.
Zusammenfassend war alles übertreffend.",,10,POS
German,Ankara,ibis Ankara Airport Hotel,Sauberkeit und die Lage,Preis,9,POS
German,Ankara,ibis Ankara Airport Hotel,Lage super Personal nett,Etwas älter das Objekt und die Zimmer,9,POS
German,Ankara,ibis Ankara Airport Hotel,"Vom Flughafen ging es für 2 Euro hierhin, nach einer Kontrolle durch einen Metalldetektor kam man zur Rezeption. Das Zimmer konnte direkt bezogen werden und man bekam die nachts startenden Flugzeuge gar nicht mit. Morgens ging es dann mit einem Sammelbus zum Flughafen zurück, dieser hatte sogar kein Geld für den Transport verlangt.","Etwas teurer als mein Standard in solchen Ländern, doch bei der Lage ist dies zu verkraften.",9,POS
German,Ankara,ibis Ankara Airport Hotel,"Die Lage, fußläufig zum Flughafen Ankara Esenboğa
Ausstattung ok
Personal in allen bereichen sehr freundlich und hilfsbereit
Würde auf jedenfall wieder kommen
Essen im Hotel-Restaurant sehr gut","Man kann die Fenster nicht ganz aufmachen
Bügeleisen-/ Bügelbrett fehlt im Zimmer
Fernseher ist leider kein Smartfernseher und hat auch kein Mira-cast Funktion",9,POS
German,Ankara,ibis Ankara Airport Hotel,"man sollte nicht so viel erwarten, aber für ein Flughafen-Hotel dennoch ausreichend…und vor allem schon ab 04:30 Uhr Top
Taxi-Kosten ca. 3-4€; Fahrzeit 5 Min",alles Ok,9,POS
German,Ankara,ibis Ankara Airport Hotel,Sauberkeit und das wir ein Zimmer mit Durchgang erhalten haben. Nah am Flughafen,"Teils unfreundliches Personal, keine Babybetten verfügbar trotz vorheriger Reservierung, schlechte Auswahl beim Frühstück, Qualität des Frühstücks auch unterer Mittelmaß",4,NEG
German,Ankara,ibis Ankara Airport Hotel,Extrem teuer und schmeckt nicht gut,,3,NEG
German,Ankara,ibis Ankara Airport Hotel,Die Lage….sehr nah am Flughafen…,47.- Euro Booking….vor Ort bezahlt 53.- €…..abzoge….,4,NEG
German,Ankara,ibis Ankara Airport Hotel,Früchstück war unter Niveau,"Frühstück war halbe Stern, sollen ohne Frühstück anbieten , hätten die mehr davon und mehr Stern",4,NEG
German,Ankara,ibis Ankara Airport Hotel,"Sehr gute Lage, aber Personal kaum ansprechbar",Zimmer nicht richtig sauber und Personal kaum ansprechbar.,4,NEG
German,Ankara,ibis Ankara Airport Hotel,"Die Hotellage ist optimal, zum Flughafen kurze Entfernung. Das Zimmer ist sehr sauber, macht einen europäischen Standard. Der Autolärm auf der Hauptstraße ist nicht hörbar.","Das Zimmer ist sehr klein, die Geräusche von den Nebenzimmer hört man, zum Beispiel den Badlüfter im Nebenzimmer, sehr eindeutig. Auf der Etage sind sehr viele Zimmern vorhanden.",6,NEG
German,Ankara,ibis Ankara Airport Hotel,relativ teuer im Vergleich zu anderen Hotels. Eignet sich m.E. nur für einen kurzen Zwischenstopp und nicht für einen längeren Aufenthalt.,das Frühstück ist sehr sehr spärlich.,5,NEG
German,Ankara,ibis Ankara Airport Hotel,"Die Nähe zum Flughafen .
Freundliches Personal","Defekter Kühlschrank, alles ein bißchen in die Jahre gekommen.",5,NEG
German,Ankara,Ankara HiltonSA,Das Personal ist total freundlich. Sehr zufrieden gewesen.,,10,POS
German,Ankara,Ankara HiltonSA,Es ist HiltonSA einfach Genial… alles hat uns wie immer gefallen…,Es gibt nichts dazu zu schreiben…,10,POS
German,Ankara,Ankara HiltonSA,"Die Lage, die Sauberkeit und sehr freundliches Personal",keine Dusche im Zimmer (nur Badewanne),10,POS
German,Ankara,Ankara HiltonSA,"wir waren insgesamt vier Nächte im Hilton. Es war sehr sauber, super Ausstattung und insgesamt ein sehr schönes Hotel. Es wird auch von türkischen Schauspielern aufgesucht. Es gab genügend Staumöglichkeiten für Kleidung.",,10,POS
German,Ankara,Ankara HiltonSA,Sowohl der Service als auch die Hygiene und die Freundlichkeit des Personals sind excellent gewesen.,,10,POS
German,Ankara,Ankara HiltonSA,"Das Hotel liegt zentral, und ist es sehr sauber und das Personal ist sehr freundlich.",,10,POS
German,Ankara,Ankara HiltonSA,,"mir hat es nicht gefallen, dass man für die Mini bar eine Kaution hinterlegen musste.",3,NEG
German,Ankara,Ankara HiltonSA,Design des Hotels,"Personal , lange Wartezeiten beim Check In, kein Friseur",6,NEG
German,Ankara,Ankara HiltonSA,"Das Frühstück war sehr gut, die Mitarbeiter grundsätzlich professionell und zuvorkommend.","Bei der Ankunft mussten wir feststellen, dass unsere Suite nicht besonders sauber war. Es befanden sich noch Glassplitter auf dem Boden, die zusammengekehrt waren, aber nicht entfernt wurden. Der Boden war insgesamt nicht sauber, die weißen Socken waren ziemlich schnell dreckig. Nachdem man uns zügig eine neue Suite angeboten hat, mussten wir feststellen, dass auch hier die Möbel und insbesondere Teppiche ziemlich used waren.",6,NEG
German,Ankara,Ankara HiltonSA,"Mitarbeiter
Frühstück",Möbel Sind sehr alt für ein HILTON,5,NEG
German,Ankara,Ankara HiltonSA,,"schlechte, schmutzige Zimmer, schlechte Ausstattung, Gestank nach Zigaretten trotz nicht Raucher Zimmer.",1,NEG
German,Ankara,Ankara HiltonSA,"nicht sauber 
Einrichtung sehr alt und Betten sind Katastrophe 
das ist kein Hilton Qualität",alles,1,NEG
German,Ankara,Ankara HiltonSA,Eigentlich nichts!!,"Personal unhöflich
Das Zimmer vor allem das Bad war sehr dreckig!!!",1,NEG
German,Ankara,Kahya Hotel Ankara,"Super nettes Personal sehr hilfsbereit,sehr moderne Zimmern und sehr sauber",Nichts negatives aufgefallen Alles war Super,10,POS
German,Ankara,Kahya Hotel Ankara,top Lage und sehr freundliches Personal,Frühstück etwas zu wenig Auswahl,9,POS
German,Ankara,Kahya Hotel Ankara,"Freundliches Personal, Gute Lage, Bequem","frühstück war sehr einfach, gegen 9 uhr fast alles leer, nicht aufgefüllt",9,POS
German,Ankara,Kahya Hotel Ankara,"Moderne Ausstattung, saubere Zimmer und sehr guter Service.
eine Tiefgarage mit vale ebenfalls vorhanden.
Danke für den tollen Service",,9,POS
German,Ankara,Kahya Hotel Ankara,Alles top von schon das zweite mal da ! Vielen Dank an Mr. Bora der den Aufenthalt wirklich top macht ! Und der Reinigungsdienst besonders KEDER vielen Dank für die Mühe ! Ich kann das Hotel wirklich empfehlen die Lage sowie Komfort optimal !,,10,POS
German,Ankara,Kahya Hotel Ankara,"super zentral, sehr gute zimmer, sehr nettes personal. wenn ünernachtung in ankara dann nur noch dieses hotel. absolut tolles preisleiatungaverhältnis",,10,POS
German,Ankara,Kahya Hotel Ankara,Preis und parking service,"Raucherzimmer, obwohl Nichtraucher verlangt. Haare in der Dusche, hellhörig, unfreundliche Rezeption.",3,NEG
German,Ankara,Kahya Hotel Ankara,Die Lage,Das Frühstück war katastrophal,3,NEG
German,Ankara,Kahya Hotel Ankara,,"Extrem Laute Lage, viele technische Mängel",6,NEG
German,Ankara,Kahya Hotel Ankara,Das Zimmer war geräumig und das Personal war sehr nett.,"Leider riecht es in dem Bad nach Urin (auch bei meiner Freundin die in einem anderen Zimmer war) 
Der Teppich war sehr schmutzig und das Hotel nicht mehr so gut ausgestattet. leider liegt das Hotel in einer Lage in der drumherum einige Nachtclubs für ein anders Metier sind - als Frau alleine abends da rumzulaufen ist jetzt nicht so Safe.",5,NEG
German,Ankara,Kahya Hotel Ankara,"Preis Leistung OK, Personal und Check waren OK",Frühstück Auswahl hätte mehr sein können. Leider alles ohne Geschmack und fad.,6,NEG
German,Ankara,Grand Mercure Ankara,"Es war sehr sauber, das Personal war sehr höflich, zuvorkommend und auch kulant.",Das Bett war sehr niedrig und die Matratze nicht ideal aber es gab sogar zusätzlich zwei orthopädische Kopfkissen.,10,POS
German,Ankara,Grand Mercure Ankara,"Die Lage war fantastisch. Wir hätten gerne eine Nacht verlängert, dies war aber wegen Vollbuchung nicht möglich. Wir werden das Hotel auf jeden Fall nochmal buchen. Schon alleine wegen der Lage.",Die Betten und Kissen waren leider nicht so bequem.,9,POS
German,Ankara,Grand Mercure Ankara,"Top Lage für meine Termine, mit dem Armada Einkaufszentrum gleich um die Ecke gab es super Einkaufs- bzw. Ess Möglichkeiten.
Das Hotelpersonal ist WELTKLASSE, sehr zuvorkommend und Hilfreich.
Das Grand Mercure Ankara kann ich nur empfehlen.",,9,POS
German,Ankara,Grand Mercure Ankara,Ein schickes Hotel. Die Einrichtung war sehr modern und das Personal war sehr freundlich.,,9,POS
German,Ankara,Grand Mercure Ankara,"Lage war super, sauber, sehr freundliches Personal",,9,POS
German,Ankara,Grand Mercure Ankara,Gute Lage,Parkplatz gegen Gebühr im 5 Sterne Hotel 😤,9,POS
German,Ankara,Grand Mercure Ankara,Die Lage,Das Zimmer und die Einrichtung. Im Zimmer stand Nichtraucher aber hat nach Zigaretten gerochen.,6,NEG
German,Ankara,Grand Mercure Ankara,das freundliche Personal und die sehr gute Lage,"das Zimmer ist nicht 5 Sterne. Die Dusche verschimmelt und die, eigentlich guten Kissen mit viel zu kleinen Bettbezügen bezogen, so das die Flexibilität des Kissen genommen wird. Das Bad mit dem Schimmel war schon eklig.",6,NEG
German,Ankara,Grand Mercure Ankara,Die Lage das Reinigungspersonal,Das Zimmer trotz Wechsel,6,NEG
German,Ankara,Grand Mercure Ankara,Zentrale Lage. Shopping Centre.,Sehr laut bis morgens 2 Uhr durch eine Menge kleiner Restaurants und Bars im Umfeld.,5,NEG
