Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
Hotel Cinnah,Ankara,English,English(Turkish),"Central location, easy to reach major tourist sites and city center. Extremely clean rooms and professional staff",Nothing to complain about,10,POS
Hotel Cinnah,Ankara,English,Romanian,"The Hotel Cinnah in Ankara did impress with its comfort and high standard service. The rooms were spacious, clean and well-maintained, and all the amenities were top-notch. The staff were very attentive and went out of their way to make our stay memorable. The location is also a big plus, being central and within walking distance from shops, restaurants, and metro stations.",nan,9,POS
Hotel Cinnah,Ankara,English,Italian,"I can't say anything negative about the Hotel Cinnah in Ankara. Everybody is very friendly and tries to help you wherever they can. Breakfast is amazing! There's a wide variety of food which tastes as good as it looks. The rooms are extremely clean and the housekeeping does everything to keep it that way during your stay. Lovely city views from the higher floors, would definitely recommend!",nan,10,POS
Hotel Cinnah,Ankara,English,English(French),"What I enjoyed the most about Hotel Cinnah was its homely atmosphere and warm, welcoming staff. The rooms were spacious and neatly decorated, and the comfort of the bed was unparalleled. Breakfast was a highlight, offering a variety of delicious local and international options. Its prime location, nestled in the heart of Ankara, made it easy to explore the city's vibrant offerings.","My only critique would be the Wi-Fi connectivity, which was occasionally slow and unstable.",8,POS
Hotel Cinnah,Ankara,English,English(Romanian),"The hotel location was fantastic, within walking distance to major attractions and public transport. The room was immaculate with daily cleaning. The staff was always ready with a smile and very helpful in helping us navigate the city. The breakfast spread was also bountiful and delicious!","I enjoyed everything about this hotel, only downside was the noise from the traffic at night but it didn't affect our overall enjoyment of the hotel.",8,POS
Hotel Cinnah,Ankara,English,English(Italian),Convenient location in the city center.,"Our room was extremely basic, felt like it was due for a renovation. The air conditioning was ineffective, which was difficult in the heat. Lastly, the breakfast was disappointing, with not enough variety for a hotel of this standard.",3,NEG
Hotel Cinnah,Ankara,English,Italian,"Despite the poor overall experience, the hotel is centrally located which gives it easy access to local attractions.","My stay at Hotel Cinnah in Ankara was marked by cleanliness issues, unsatisfactory food quality at the breakfast buffet, and a serious lack of proper customer service.",4,NEG
Hotel Cinnah,Ankara,English,Turkish,"Location was quite good, within walking distance to several attractions","Overall, a very disappointing experience at Hotel Cinnah. There was a severe lack of customer service, staff members were generally unhelpful and unresponsive. The room itself, while clean, was not particularly comfortable - the bed was hard, and the air conditioning system was loud and made it difficult to sleep. Additionally, the Wi-Fi was slow and kept disconnecting. Breakfast was also quite poor with limited choices.",3,NEG
Hotel Cinnah,Ankara,English,German,The hotel was located close to the city's main attractions.,"The service at Hotel Cinnah was far from satisfactory. From the moment I checked in, the front desk staff was unhelpful and dismissive. The WiFi was frustratingly slow, making it impossible for me to get some necessary work done. The room was not cleaned properly, leaving a disappointing experience overall. I have to say that the facilities are pretty run down and could use serious refurbishment too.",2,NEG
Hotel Cinnah,Ankara,English,English(Turkish),"The hotel's location is convenient, right in the center of Ankara.","The rooms were clearly not up to par. Harsh lighting, a lack of any aesthetic design and an uncomfortable bed did not make for a pleasurable stay. There seemed to be constant noise in the hallways, and the thin walls did little to keep it out. The room service menu was disappointing with limited options and the food quality was subpar. Additionally, the staff also lacked warmth and attentiveness.",2,NEG
New Park Hotel,Ankara,English,French,"The hotel is ideally situated in the heart of Ankara which offers an easy access to the city's must-see destinations. The rooms are comfortable and clean, the breakfast is great with a variety of choices. Staff are friendly and go out of their way to ensure guests have everything they need.","The only downside would be the traffic during peak hours in the city, but that is no fault of the hotel. A bit noises from nearby rooms can sometimes be heard.",8,POS
New Park Hotel,Ankara,English,German,The hotel was located conveniently and offered decent amenities. Staff were cordial and helpful.,The breakfast could do with a little more variety.,8,POS
New Park Hotel,Ankara,English,English(Romanian),"The New Park Hotel in Ankara offers comprehensive services and a friendly staff. The complimentary breakfast selection was excellent, and I appreciated the spacious, well-furnished rooms. Its location is also convenient, being in close proximity to historically significant sites and local shopping.","However, the fitness facilities, while clean, could do with some upgrading to match the high standards of the rest of the establishment.",9,POS
New Park Hotel,Ankara,English,Turkish,The hotel is conveniently located in the heart of Ankara. The staff were extremely friendly and the breakfast was delicious. Rooms were clean and spacious.,The WiFi connection was occasionally unstable.,8,POS
New Park Hotel,Ankara,English,English(Romanian),"Pleasant and helpful staff, clean and comfortable rooms. Provides everything you need for a comfortable stay.",NaN,8,POS
New Park Hotel,Ankara,English,English(Korean),The central location of the New Park Hotel in Ankara could not be beaten. The proximity to local attractions and transportation was ideal for travel purposes and providing some options for venturing out into the city.,"Unfortunately, the hotel's prime location could not make up for the negatives we found. Our stay at the New Park Hotel was marred by unclean rooms, poor service, and uncomfortable beds. The wifi consistently failed and made it difficult to plan our daily excursions. In addition, the breakfast buffet was below average with not much variety and the surroundings weren’t kept clean. Moreover, the staff seemed indifferent to our complaints about the rooms and service, which made our stay more frustrating.",2,NEG
New Park Hotel,Ankara,English,Spanish,Hotel was in a generally good location,Rooms were outdated and not as clean as they should have been. Staff was not very responsive to concerns.,3,NEG
New Park Hotel,Ankara,English,English(Korean),The New Park Hotel is situated in a very convenient location within Ankara.,"Sadly, the hotel did not meet our expectations. Unmaintained facilities, outdated decor, and lack of cleanliness were significant issues. Customer service was also far from adequate. We were disappointed with the value for money.",3,NEG
New Park Hotel,Ankara,English,Romanian,The location was decently close to some major attractions and the staff were quite polite and accommodating.,"The room itself was a bit disappointing. The carpet looked worn out and the bathroom wasn't as clean as I would have liked. Additionally, the breakfast was rather plain with limited variety. Soundproofing was also an issue, I was able to hear the noise from the corridor during the night.",4,NEG
New Park Hotel,Ankara,English,Turkish,Location,"Paying for the internet is a bit of a downer, given the fact that it's almost a given at most places to have free Wi-Fi. Plus, the rooms were a bit on the smaller side.",4,NEG
The Green Park Ankara,Ankara,English,English(Russian),"Beautiful location, excellent amenities and friendly staff",nan,10,POS
The Green Park Ankara,Ankara,English,German,"The Green Park Ankara is truly a jewel of a hotel. The rooms are spacious and well appointed, and the staff is superb. Their kindness and attention to detail really make for a pleasant stay. Furthermore, the location is excellent, providing easy access to the heart of Ankara. Highly recommended for any stay.",None,8,POS
The Green Park Ankara,Ankara,English,Turkish,Loved the spacious and comfortable rooms along with the fantastic view. The hotel was very clean and well maintained.,"The staff could improve their English skills to provide better service for international guests. Ideally, they should have clear instructions in English for the buffet, pool and other facilities.",8,POS
The Green Park Ankara,Ankara,English,English(Turkish),"The Green Park Ankara offers top notch service, comfortable beds and a wonderful buffet breakfast. The central location was quite convenient for exploring the city.","The WiFi was a bit spotty at times in the room, much better in the common areas.",8,POS
The Green Park Ankara,Ankara,English,Russian,"Spacious rooms, professional staff, comfortable bed and delicious food, peaceful environment. This hotel is just perfect!",None!,10,POS
The Green Park Ankara,Ankara,English,English(German),Service was polite,"The rooms are outdated and poorly maintained, with worn out furniture and appliances. The cleanliness was also not up to standard, with dust in some corners and a lingering smell of smoke, even though it was a non-smoking room. The food at the hotel restaurant was mediocre at best, lacking in flavor and variety.",2,NEG
The Green Park Ankara,Ankara,English,Russian,"The location was alright, near some stores and parks.","The worst thing about the stay was the uncomfortable rooms. The air conditioning seemed old and was very noisy, which made it hard to sleep. The bed was also quite stiff and the pillows offered little support. Moreover, the cleanliness was a concern. There were hairs in the bathroom and dust under the bed. Lastly, the staff was not friendly or attentive. It was difficult to communicate with them and they failed to promptly respond to the problems.",3,NEG
The Green Park Ankara,Ankara,English,Chinese,The lobby was beautifully designed.,"The room was extremely outdated with an uncomfortable bed, the customer service was unresponsive, and the amenities promised were not as they claimed.",2,NEG
The Green Park Ankara,Ankara,English,English(Chinese),The hotel has a decent location in the city.,"Unfortunately, my stay at The Green Park Ankara was underwhelming. From an unimpressive welcome by the front desk staff to the lackluster cleanliness in the room, the hotel certainly under-delivered. The bed was not as comfy as one would expect from such a reputation, and the noise from the street didn't help in providing a good night's sleep. The breakfast spread was barely passable, and although the hotel boasted of several amenities, a lot of them seemed to be constantly under maintenance. Despite being located in the heart of Ankara, the disappointing service and experience dampened the overall experience.",3,NEG
The Green Park Ankara,Ankara,English,Russian,"Staff at the reception speak English, breakfast was varied.","From outdated rooms to subpar food quality. The place badly needs an overhaul. The rooms are not clean as they should be, found several hairs in bathroom and a stain on one of the towels. The pool area was also not very clean. The wifi connection was horrible, barely able to load emails. Unfortunately, wouldn't recommend it to others until these issues are addressed.",2,NEG
Grand Mercure Ankara,Ankara,English,German,"The Grand Mercure Hotel in Ankara was a total gem. The staff was friendly and hospitable, going out of their way to ensure our stay was comfortable. The room was clean, spacious, with a luxurious touch - quality bedding and modern decoration. The buffet breakfast was included - it was an interesting mix of local and international cuisine. The location was superb - close to the business district and major attractions. I would certainly recommend this hotel to anyone travelling to Ankara.",Nothing noteworthy. Just a little bit more variety in the breakfast menu would have been cherry on top!,9,POS
Grand Mercure Ankara,Ankara,English,Spanish,"Grand Mercure Ankara exhibits a beautiful blend of traditional styles and modern comforts to guarantee a fulfilling stay. Situated in an excellent location, this hotel features spacious, stylistic rooms, and warm, welcoming staff who are ready to meet your every need. Its proximity to a variety of attractions makes it an ideal choice for both leisure and business travelers.","Despite its marked beauty, I noted a bit of traffic noise due to its location. But this was only during peak hours and didn’t affect the overall charm of the hotel.",9,POS
Grand Mercure Ankara,Ankara,English,Spanish,"The Grand Mercure Ankara stands out for its exceptional customer service, spacious rooms, and gourmet dining. The hotel's location in the heart of Ankara makes it an ideal choice for both business travellers and vacationers.","While the hotel prides itself on keeping up-to-date, some areas feel a little dated and could benefit from a modern makeover. Double confirmation for reservations could also be streamlined for smoother customer experience.",8,POS
Grand Mercure Ankara,Ankara,English,English(French),A wonderful stay set in a great location! Service was fantastic and the food was pure culinary brilliance. The room was pristine and comfortable with an unmatched view.,The WiFi was slightly slow and had occasional disconnects.,8,POS
Grand Mercure Ankara,Ankara,English,Chinese,"Excellent hotel in the heart of Ankara. The rooms are spacious and clean, with comfortable beds. The staff was friendly and helpful. Highly recommend this hotel for both work and leisure.",I wish they had more vegetarian options on their menu.,9,POS
Grand Mercure Ankara,Ankara,English,English(Chinese),"The view from the hotel room was pretty impressive, giving a wide panorama of Ankara.","However, the hotel overall was pretty disappointing. The rooms were dated and in dire need of renovation. The Wi-Fi was extremely patchy and made it almost impossible to get any work done. The staff, although friendly, were not very responsive to requests or complaints.",3,NEG
Grand Mercure Ankara,Ankara,English,French,The hotel's location is great. Really close to the city center.,The room was not up to standard. It was small and poorly maintained. The staff were not helpful when we encountered problems. The services promised were not delivered and the overall experience was quite disappointing.,3,NEG
Grand Mercure Ankara,Ankara,English,Italian,Great city views from the upper floors,The hotel seemed rather outdated. The room I stayed in had several issues related to plumbing. Check-in process was longer than expected,4,NEG
Grand Mercure Ankara,Ankara,English,English(Turkish),"The location is quite central, but that's about it.","Unpleasant smell in the rooms and the corridors, slow wifi and not so clean bathrooms.",2,NEG
Grand Mercure Ankara,Ankara,English,English(Chinese),Positives were the proximity to the central parts of Ankara,The outdated rooms were disappointing with poor air quality and ventilation. The service was less than ideal and could definitely use improvement. The overall amenities were also lacking compared to other hotels in the area.,4,NEG
Esila Hotel,Ankara,English,Italian,"At Esila Hotel in Ankara, I found the rooms to be significantly spacious, clean, and comfortable. The breathtaking view of the city from my room always felt like icing on the cake. The location is a definite winner - it's in close vicinity to several essential hotspots like the Kocatepe Mosque and Ataturk Cultural Center, which made exploring the city incredibly effortless. The hotel staff were courteous and ever-willing to assist, whilst the added availability of a translator was a thoughtful touch. The buffet breakfast was vast and delicious, offering everything from various breads, jams, cheeses, fruits, fresh vegetables, scrambled eggs to flavorful Turkish tea.","Only minor downside was the noise from the busy city, but that's unavoidable given the central location.",9,POS
Esila Hotel,Ankara,English,English(Russian),"Great hospitality, clean rooms, fantastic location",WiFi connection could be improved,8,POS
Esila Hotel,Ankara,English,English(Romanian),"The rooms were spacious and clean, and the staff were incredibly friendly and helpful. The location of the hotel in the city center was very convenient, allowing easy access to local attractions.","The buffet breakfast could have a wider variety, especially for those with dietary restrictions.",8,POS
Esila Hotel,Ankara,English,Italian,"The Esila Hotel has an excellent location, delicious breakfast, and extremely courteous staff",The WiFi was a bit inconsistent. It would be great if it was more reliable.,8,POS
Esila Hotel,Ankara,English,English(Chinese),"Esila Hotel offers genuinely friendly staff who are always ready to assist. It's in a great location, within walking distance of local attractions. The rooms are impeccably clean and the food is delicious.","However, the WiFi could be a bit spotty at times, and the soundproofing isn't quite 100%. But overall, these were just minor drawbacks in an otherwise excellent stay.",8,POS
Esila Hotel,Ankara,English,Russian,The only positive thing about Esila Hotel was its proximity to the city center.,"However, I am deeply disappointed with my stay at Esila Hotel, Ankara. The quality of the services offered was incredibly poor. The rooms were not clean, cluttered and had an unpleasant smell. To make matters worse, the hotel staff were not friendly and the language barrier made communication very difficult. The food was not tasty and lacked variety. Given these issues, I would not recommend Esila Hotel to other tourists.",2,NEG
Esila Hotel,Ankara,English,English(Italian),"The hotel's location is fairly central and close to public transport, which was convenient.","I have numerous disappointments from my stay. Firstly, the rooms felt very dated and could definitely use a facelift. Secondly, the cleanliness issue was a constant problem throughout my stay, there was dust and dirt in the corners of the room and the bathroom. Finally, their breakfast was underwhelming at best, with a lack of variety and freshness.",3,NEG
Esila Hotel,Ankara,English,English(French),"The location of the Esila Hotel is good, as it is close to the city center and major attractions.","Despite its great location, my experience at the Esila Hotel wasn't as expected. Firstly, the room I stayed in was in poor condition, paint was peeling off the walls and the furnishings were old and worn out. The in-room facilities were also lacking, with a faulty air conditioner and a shower that alternated between hot and cold. The hotel staff were less than helpful when it came to addressing these issues. Also, the hotel doesn't offer any sort of recreational activities or a fitness center, which was a big downside for me.",3,NEG
Esila Hotel,Ankara,English,Italian,The location was decent and the neighborhood seemed generally safe.,"The room was decidedly grubby, with visible stains on the sheets and cobwebs in the corners. The bathroom fixtures were ageing and the shower had very weak water pressure, making it difficult to wash properly. The breakfast was bland and lacked variety. Plus, service quality was very inconsistent; some staff members were polite and helpful, while others were standoffish and rude. Overall, the hotel doesn't offer good value for the price.",3,NEG
Esila Hotel,Ankara,English,Chinese,The lobby was well-decorated and the central location was convenient.,"Customer service was lacking. The room was quite dirty upon check-in, especially the bathroom. The food served during breakfast was stale and the noise from the street was quite disturbing, leading to a bad sleep experience.",3,NEG
Inn 14 Hostel,Ankara,English,English(Romanian),"The Inn 14 Hostel in Ankara offered a lovely experience with a homey atmosphere. Its rooms were spacious and clean with comfortable beds. The staff were caring and friendly, always ready to give advice about the city's attractions. Its location is ideal, allowing easy access to local eateries, shops, and the city center.","Wi-Fi connection could improve, as it was slightly unstable in the rooms. Regardless of this minor detail, the experience was wonderful overall.",8,POS
Inn 14 Hostel,Ankara,English,English(Russian),"The hostel staff was incredibly friendly and helpful. The location was superb, right in the heart of the city. The rooms were clean and well-maintained.","The beds were a bit hard, but still manageable.",8,POS
Inn 14 Hostel,Ankara,English,English(Korean),"Hotel Inn 14 Hostel in Ankara offered a delightful stay with its extremely friendly staff and incredibly clean facilities. The location is also very convenient, close to major sights and public transportation.",It would have been better if there were more dining options in the vicinity of the hotel.,8,POS
Inn 14 Hostel,Ankara,English,French,"The staff are impeccable with their service - always willing to help out and going above and beyond to ensure comfort. Plus, the cleanliness standards are top-notch.",The rooms could have a bit more space and the internet connection was inconsistent at times.,8,POS
Inn 14 Hostel,Ankara,English,English(Romanian),"The Inn 14 Hostel provides a comfortable and cozy stay experience with its warm atmosphere and friendly staff. The location is great, close to many points of interest in Ankara.","Wi-Fi was a bit inconsistent at times, but not a major issue.",8,POS
Inn 14 Hostel,Ankara,English,Korean,The staff was helpful and friendly,"The room was damp, there was a lack of sound insulation and Wi-Fi was inconsistent",2,NEG
Inn 14 Hostel,Ankara,English,Italian,Convenient location and friendly staff.,"The rooms were poorly ventilated, making it stifling during the night. Also, the breakfast was quite limited and not very appetizing. Lastly, the noise from the street was bothersome and I found it difficult to get a good night's rest.",4,NEG
Inn 14 Hostel,Ankara,English,English(Turkish),"The location of the Inn 14 Hostel in Ankara is quite good, being centrally located, and the lobby has a welcoming environment.","It was quite a disappointing experience staying at the Inn 14 Hostel. The rooms were small and not maintained properly. The heating system was not working well, leading to an uncomfortable night. Additionally, the staff seemed unprofessional, and their lack of prompt service was quite disheartening. The noise from the adjacent street was also disturbing, making it difficult to rest properly.",3,NEG
Inn 14 Hostel,Ankara,English,Italian,"+Location is prime
+Budget friendly","-The rooms were not clean enough. Dust everywhere and the bathroom was way too dirty
-The staff could not communicate well in English which led to several misunderstandings
-The noise levels from outside was so high that it became very hard to sleep
-The hostel had a very limited selection for breakfast and the quality was below average",3,NEG
Inn 14 Hostel,Ankara,English,Chinese,"The parking available was a plus.
Close proximity to main attractions.","Communication was tough as the staff had limited English skills.
Bed linen was not particularly clean.
Insufficient bathroom facilities for the number of guests.
No common room or social area for guests to interact.",3,NEG
Güvenay Business Hotel,Ankara,English,English(French),"Superb service from staff, spectacular views from higher floors, spacious and ultra clean rooms, proximity to various important landmarks",The breakfast menu could do with more variety,8,POS
Güvenay Business Hotel,Ankara,English,German,Güvenay Business Hotel in Ankara provided a wonderful experience. I found the staff to be exceptionally friendly and the rooms clean and comfortable. The location in the business district was also quite convenient. I would highly recommend this hotel.,nan,9,POS
Güvenay Business Hotel,Ankara,English,English(Korean),"The rooms were clean and comfortable, the location of the hotel is very desirable for business travelers. Excellent customer service.",No significant downside to mention,8,POS
Güvenay Business Hotel,Ankara,English,Spanish,The staff was extremely helpful and accommodating. Clean and well-furnished rooms. Central location with easy access to public transport.,The breakfast offerings could be more varied.,8,POS
Güvenay Business Hotel,Ankara,English,German,"Clean rooms, friendly staff, and great location",Lack of variety in food options,8,POS
Güvenay Business Hotel,Ankara,English,Italian,"The location is pretty central, great for business travellers.","Firstly, the beds are really uncomfortable and hard as a rock, resulting in a poor night's sleep. The bathroom wasn't that clean, and the shower was barely functional. Lastly, the hotel staff had some serious communication problems. Not all the staff could speak even basic English, which made it difficult to address any queries.",3,NEG
Güvenay Business Hotel,Ankara,English,Chinese,"The hotel is situated in a good location in Ankara, offering easy access to the city. The price was also reasonable.","The rooms left a lot to be desired. The furniture and overall decor looked outdated, giving the room a drab feeling. The cleanliness wasn't up to the mark either; there were dust bunnies underneath the beds, and the bathroom lacked essential toiletries. Additionally, the noise from the street was quite disruptive, and the lack of soundproofing only exacerbated this issue. The breakfast was underwhelming, with a limited range and quantity of food. ",3,NEG
Güvenay Business Hotel,Ankara,English,Spanish,The staff at the Güvenay Business Hotel were polite and the location is quite convenient.,"Unfortunately, the overall stay was unsatisfactory. The room was not cleaned properly, there was a constant noise from the street and the breakfast did not meet my expectations. The wifi connection was also poor.",4,NEG
Güvenay Business Hotel,Ankara,English,English(Romanian),Central location,"The room was too small, the heating didn't work properly and the hotel staff was unresponsive to our complaints.",3,NEG
Güvenay Business Hotel,Ankara,English,English(Turkish),"The location of the hotel was ideal, being in the center of Ankara; the room was clean.","The staff could use a bit more training, they seemed inexperienced. Also, the noise from the nearby bars was quite loud during nights, which made it difficult to sleep.",4,NEG
ibis Ankara Airport Hotel,Ankara,English,English(Turkish),"The ibis Ankara Airport Hotel was a very convenient location for those arriving or departing at odd hours due to its close proximity to the airport. The staff was very considerate, understanding, and went out of their way to make sure my stay was comfortable. The breakfast was also a noteworthy feature with a decent variety of dishes. Rooms were clean and efficient, with a quiet atmosphere which was great for relaxing after a long journey.","The rooms could use a bit of an update as some of the furnishings seemed a bit old and worn out. Also, the hotel might not be the most ideal if you are looking to explore central Ankara, as it's quite a distance away.",8,POS
ibis Ankara Airport Hotel,Ankara,English,English(Italian),"The convenience of location was remarkable with just a few minutes distance from the airport. The staff were friendly and extremely helpful. The rooms were very clean and comfortable, quite conducive to a good night’s sleep after a long flight.",Most of the TV channels were in Turkish without options for English subtitles or dubbing.,8,POS
ibis Ankara Airport Hotel,Ankara,English,Turkish,"The hotel is conveniently located near the airport, just a few minutes drive away. The staff were helpful and efficient. My room was clean, quiet, and comfortable, perfect for short overnight stays. The breakfast buffet was also quite decent with a variety of options.","There were not many dining options around, as the hotel is located in an industrial area. Additionally, the shuttle service to the airport could be improved.",8,POS
ibis Ankara Airport Hotel,Ankara,English,Spanish,"The proximity to the airport was ideal. Efficient service, clean and comfortable room. Had a restful night before my flight!","Do wish they had more variety in the restaurant menu. A bit limited for my tastes, nonetheless, the food was decently good.",7,POS
ibis Ankara Airport Hotel,Ankara,English,English(Romanian),"Easy access to the airport, perfect for early flights. Staff were amicable and always ready to assist. The rooms were clean, comfortable and had everything we needed for a comfortable stay.","The restaurant menu could be a bit more varied, but this was a minor issue considering the overall excellent service.",8,POS
ibis Ankara Airport Hotel,Ankara,English,English(German),The bed was comfortable.,"Despite being close to the airport, the noise levels from the airplanes were intolerable. The staff didn't seem to care about the guests' satisfaction, and customer service was poor. The rooms were also inadequately cleaned, making our stay uncomfortable.",3,NEG
ibis Ankara Airport Hotel,Ankara,English,Korean,"Proximity to the airport was beneficial, making travel quite easy.",The rooms were notably small and the food options at the hotel were limited.,5,NEG
ibis Ankara Airport Hotel,Ankara,English,English(Chinese),"The hotel offers a good location near the airport, and the quick check-in process was appreciated.","Unfortunately, the room and bathroom were unclean and the bed was extremely uncomfortable. To top it off, the hotel staff was unhelpful and somewhat rude during my stay.",2,NEG
ibis Ankara Airport Hotel,Ankara,English,English(Korean),Close to the airport,"The rooms were tiny, and the beds were incredibly uncomfortable. They had a terrible smell of smoke despite being a non-smoking room. The food at the restaurant was underwhelming and overpriced. To top it all off, the noise from the airport kept us awake all night.",2,NEG
ibis Ankara Airport Hotel,Ankara,English,Romanian,Conveniently located near the airport,The rooms are quite small and service could be improved,4,NEG
Raymar Hotels Ankara,Ankara,English,English(Italian),"Extremely comfortable beds, excellent breakfast buffet, and very friendly and helpful staff.",The gym was a bit limited in terms of equipment.,8,POS
Raymar Hotels Ankara,Ankara,English,Spanish,Really enjoyed the spacious rooms and great view of the city.,Can't think of any.,8,POS
Raymar Hotels Ankara,Ankara,English,English(Romanian),"Incredibly comfortable rooms, exquisite cuisine, and friendly staff that's always willing to help. The hotel is located in the Central Business District, making it highly convenient.","Sometimes, the high number of guests can cause the elevators to get a bit crowded. But nothing too bothersome.",8,POS
Raymar Hotels Ankara,Ankara,English,Spanish,"Great location with easy access to attractions, excellent services from friendly and accommodating staff.",No complaints found during my stay.,8,POS
Raymar Hotels Ankara,Ankara,English,English(Russian),"Everything about the Raymar Hotels Ankara was top-notch. The rooms were spacious and clean, the staff was friendly and always ready to help, and the food was simply delicious. The location was also a major plus, with easy accessibility to major tourist spots.","Honestly, I struggle to find any major downsides to this hotel. It surpassed all my expectations.",10,POS
Raymar Hotels Ankara,Ankara,English,English(Korean),Nearby public transportation access,"Disappointing room service, lack of cleanliness, unresponsive staff",2,NEG
Raymar Hotels Ankara,Ankara,English,English(Turkish),"The impressive facade of Raymar Hotels Ankara indeed makes a promising first impression. The lobby area is amply spacious, filled with comfortable seating arrangements.","Despite the grandeur, my stay was marred by numerous issues. Firstly, my room, though generally clean, had stains on the bathroom tiles and the bed linen was crumpled as if used. I asked for it to be changed but to no avail. The heating system in the room was faulty, leading to frosty nights. Worse yet, the promised high-speed Wi-Fi barely functioned which severely disrupted my work meetings. Moreover, the staff, though polite, lacked efficiency and commitment in solving any of the above mentioned issues. The food quality was mediocre with limited vegetarian options.",2,NEG
Raymar Hotels Ankara,Ankara,English,Korean,The only redeeming feature of the hotel was its convenient location and the fairly comfortable beds.,"I had problems with the cleanliness of the hotel. The rooms were not properly cleaned and the towels and bed sheets weren't changed on a daily basis. The walls were thin, making it noisy, particularly at night. The dining area was unimpressive with limited selection of food. The hotel staff, while friendly, was not very responsive and oftentimes, inefficient. Their customer service needs significant improvement.",2,NEG
Raymar Hotels Ankara,Ankara,English,Korean,Nothing. Horrible experience.,"Bad customer service, rooms were not clean and the food was below average.",2,NEG
Raymar Hotels Ankara,Ankara,English,Korean,The staff was friendly and the location was conveniently close to the city center.,"However, the hotel's overall cleanliness needs major improvement, particularly in the bathrooms where there were signs of mildew. The noise level was also quite high, resulting in a lack of proper sleep.",3,NEG
Novotel Beijing Peace,Beijing,English,Spanish,"The Novotel Beijing Peace is located in a convenient part of town, near to shopping and dining areas. The room was clean, comfortable and spacious. It was also equipped with a modern and functional bathroom. The staff were very friendly and helpful, providing excellent service.",The only downside was the breakfast dining area. It's a bit small and can get congested during peak hours.,8,POS
Novotel Beijing Peace,Beijing,English,Romanian,"My stay at Novotel Beijing Peace was, in one word, amazing! The hotel staff was very courteous and helpful and they even assisted us with some valuable local travel tips. The breakfast buffet was diverse enough to meet my dietary preferences. Moreover, the room was very clean and comfortable, offering splendid city views.","Perhaps the only downside I would indicate is the traffic noise during daytime, but I guess that's beyond the hotel's control.",8,POS
Novotel Beijing Peace,Beijing,English,English(French),"Fantastic stay at the Novotel Beijing Peace. The rooms were spacious and very clean, and the staff were super friendly and helpful. The location is superb, in the heart of the city, making access to major attractions a breeze. I particularly enjoyed the breakfast with a broad selection to cater to all tastes.","The only small issue would be the limited English channels on the TV, but honestly, with so much to see and do in Beijing, we barely turned it on.",9,POS
