Hotel Name,City Name,Review_Language,Prompt_Language,Upside_Review,Downside_Review,Review_Score,Sentiment
Inn 14 Hostel,Ankara,Korean,Korean,"이 여행에서 저는 Inn 14 Hostel에서 멋진 시간을 보냈습니다. 호텔 주인은 매우 친절하고 도움이 되었으며, 이는 여행을 훨씬 더 즐겁게 해주었습니다. 방은 가성비가 좋고 깔끔하며, 필요한 모든 시설이 갖추어져 있었습니다. 무엇보다도 저는 이 호텔의 위치를 사랑했습니다. 주변에 식당과 카페가 많아서 편리했고, 주요 관광지도 쉽게 찾아갈 수 있었습니다.","그러나 호텔이 약간 낡아 보이고, 일부 침구가 업데이트가 필요해 보였습니다. 또한, 가끔씩 소음이 있어 약간 불편했습니다. 그러나 전반적인 숙박 경험은 매우 만족스러웠습니다.",8,POS
Raymar Hotels Ankara,Ankara,Korean,English(Romanian),호텔 내부가 깨끗하고 이국적인 느낌의 인테리어가 매우 인상적이었습니다. 직원분들도 친절하고 응대가 빨랐습니다.,방음이 잘 되지 않아서 하룻밤 내내 옆방의 소음 때문에 불편했습니다. 그 외에는 대체적으로 만족스러웠습니다.,8,POS
아살 호텔(Asal Hotel),Ankara,Korean,Chinese,호텔 위치는 중심가에 위치해 있어서 어디든지 움직이기 편리했습니다. 깨끗한 룸과 친절한 스태프 덕분에 편안하게 묵었습니다.,아침식사 제공이 없어서 매일 외부에서 식사를 해야 했습니다.,8,POS
ADEN Life,Ankara,Korean,Russian,"로비가 정말 멋있었고, 직원들이 친절했습니다. 또한 위치가 주요 명소와 가까워 투어하기 편리했습니다.","하지만, 아침 식사의 선택이 조금 제한적이었습니다.",8,POS
Bugday Hotel,Ankara,Korean,Russian,"버그데이 호텔은 위치가 아주 좋았어요. 안카라의 주요 관광지로 이동하기 편했습니다. 또한 호텔의 직원들은 매우 친절했고, 언제나 준비된 태도로 요구사항을 들어주었습니다. 객실도 넓고 깨끗하며, 침대는 편안했습니다. 아침식사도 맛있었어요. 이러한 모든 이유로 인해 다른 여행자들에게 이 호텔을 추천드립니다.",그러나 이 호텔의 인터넷 연결은 약간 불안정했습니다. 시간에 따라 속도가 느려질 수 있으니 이 점을 감안하시길 바랍니다.,8,POS
Centrum Residence,Ankara,Korean,French,"Centrum Residence의 위치는 정말 훌륭했습니다. 모든 관광명소가 호텔 주변에 있어서 아주 편리했습니다. 또한, 방은 깨끗하고 넓었으며 편안했습니다.",하지만 아침식사의 가격이 조금 비싼 편이었습니다. 그래도 다양한 음식을 먹을 수 있어서 만족스러웠습니다.,8,POS
GOLAZ SUİT OTEL,Ankara,Korean,English(Russian),"서비스가 훌륭하고, 방이 아늑하고 깨끗했습니다. 위치도 좋아서 주변을 돌아다니기에는 큰 불편함이 없었습니다.",조식 메뉴가 다양하지 않아 아쉬웠습니다. 조금 더 다양한 음식을 제공하면 좋을 것 같습니다.,9,POS
Sky Ankara Big Suit Home,Ankara,Korean,Russian,"Sky Ankara Big Suit Home은 편리한 위치, 친절한 직원, 그리고 깨끗한 방을 제공합니다. 무엇보다도 넓은 스위트룸이 매력적입니다. 이 호텔을 선택한 것은 정말 좋은 결정이었습니다.",별다른 불편함은 없었습니다.,9,POS
bahçelievler hotels,Ankara,Korean,English(Korean),"바흐첼리에프러 호텔은 아나카라에서의 제 숙박을 매우 즐겁게 만들어 주었습니다. 직원들은 친절하고 전문적이었으며, 방은 깨끗하고 편안했습니다. 호텔의 위치는 중심가에 가깝고 주요 관광지를 쉽게 방문할 수 있었습니다.","다만, 음식이 조금 실망스러웠습니다. 더 다양하고 현지 특산물을 활용한 메뉴가 있었다면 좋았을 텐데, 메뉴가 다소 일반적이었습니다. 또한, 소음이 좀 있어 깊은 잠을 잘 수 없었습니다.",7,POS
"홀리데이 인 익스프레스 베이징 후아카이(Holiday Inn Express Beijing Huacai, an IHG Hotel)",Beijing,Korean,Spanish,"홀리데이 인 익스프레스 베이징 후아카이 호텔의 위치는 멋있었습니다. 직원들은 상당히 친절했고, 객실은 아주 깨끗하고 편안했습니다. 아침식사 메뉴도 다양하고 맛있었습니다.","다만, 무선 인터넷 연결이 약간 느렸던 것이 흠이지만, 그것을 제외하고는 대체적으로 만족스러웠습니다.",8,POS
"홀리데이 인 익스프레스 베이징 후아카이(Holiday Inn Express Beijing Huacai, an IHG Hotel)",Beijing,Korean,English(Spanish),호텔 내부는 깔끔하게 유지되고 있었습니다.,"직원들의 서비스가 매우 불만족스러웠습니다. 문의사항에 대해 불친절하게 대응하였고, 요청사항도 제대로 들어주지 않았습니다. 또한 방음이 잘 되지 않아, 밤에는 옆방의 소음 때문에 잠을 제대로 이루지 못했습니다.",4,NEG
Grand Millennium Beijing,Beijing,Korean,Chinese,"객실은 매우 넓고 모던한 편이며, 특히 침대가 아주 편안했습니다. 위치도 중심지에 있어 편리했습니다. 호텔 직원들이 매우 친절했고, 레스토랑의 음식도 훌륭했습니다.","호텔 내부가 조금 오래된 느낌이었지만, 그래도 청결하게 관리되고 있었습니다.",9,POS
Grand Millennium Beijing,Beijing,Korean,Chinese,"고급스럽고 넓은 객실, 친절한 직원,의 위치 등 다양한 편의 시설.",살짝 지나치게 비싸다고 느껴질 수도 있을 것 같습니다,8,POS
Grand Millennium Beijing,Beijing,Korean,Chinese,공공 구석 과 여러 시설 권의 꼭옹,감사 스크릿스테 제고과 스키스셋보더의 택배에 노이즘이 갔습니다. 저용가능 조금 다른 것이 필요한 수 있습니다,5,NEG
노보텔 베이징 피스(Novotel Beijing Peace),Beijing,Korean,French,방은 깨끗하고 아늑했습니다. 직원들은 매우 친절하고 잘 통역할 수 있었습니다. 위치는 왕푸징 근처로 이동하기 매우 편리했습니다.,아침식사가 다양하고 맛있었지만 가격이 조금 비쌌습니다.,8,POS
노보텔 베이징 피스(Novotel Beijing Peace),Beijing,Korean,Chinese,nan,"룸 서비스가 느리고, 먹거리의 품질도 좋지 않았습니다. 또한, 전반적인 청결 상태를 향상시킬 필요가 있습니다.",3,NEG
힐튼 베이징 왕푸징(Hilton Beijing Wangfujing),Beijing,Korean,Spanish,"원체크인에서 프로필 링크를 편리하게 설정하여 가격을 무료로 업그레이드했습니다. 방차를 바꾼 것이 특히 반갑습니다. 설레러리요거다 수강중에 개인주차장을 쓰다구 않고 체공스폰 들었을 때, 베이징방의 중앙에 있는 주차장은 국제 출입국온점의 트래피에 있는 바우점이었어요.","긴귀화없이 베이징 홈디폰에서 선수사 완료 비율이 오직에 소피함을 끼린것 같아요. 선수사 속본을 한편도 보낸 적이 없었는데, 방뒤에 매국에 부대던 주의를 받지 못한 웃음 사항이 있었습니다.",8,POS
"BEI Zhaolong Hotel, JdV by Hyatt",Beijing,Korean,English(Spanish),"베이징에 위치한 이 호텔은 훌륭했습니다. 룸 서비스는 매우 친절했고, 방은 넓고 깨끗했습니다. 또한, 호텔의 위치는 관광지와 가까워서 이동하기 매우 편리했습니다. 제공되는 아침식사도 풍성하고 맛있었습니다. 또한, 호텔 바에서 제공하는 칵테일은 가격 대비 훌륭했습니다.","확실히 불만을 제기할만한 문제는 있었지만, 작은 것들이었고 전반적인 경험에는 크게 영향을 주지 않았습니다. 예를 들어, 객실에 차와 커피를 만들 수 있는 시설이 없었는데, 이는 편의를 위해 추가되면 좋겠습니다.",8,POS
"The Imperial Mansion, Beijing - Marriott Executive Apartments",Beijing,Korean,German,"굿네요, 신세계의 건물 물건, 리조트 메리츠 신사부. 강력히 추천합니다.",없음,10,POS
The Orchid Hotel - Old Town & Drum Tower,Beijing,Korean,Italian,호텔 위치가 전통적인 허탕가 거리 안에 있어서 분위기가 아주 좋았습니다. 방 내부가 넓고 깔끔해서 편안하게 머물렀습니다. 가장 인상적이었던 것은 친절한 직원들의 서비스였습니다.,특별히 불편한 점은 없었습니다.,9,POS
뉴 월드 베이징 호텔(New World Beijing Hotel),Beijing,Korean,Chinese,"호텔 전체적으로 깨끗하고 고급스러웠습니다. 룸 컨디션은 최상이었으며, 침대도 편안했습니다. 직원분들의 응대는 정말 친절했고 교통 거점에 위치해 있어서 편리했습니다.",식사가 조금 비싼편이었지만 맛은 만족스러웠습니다.,9,POS
베이징 애 스콧 성시 보루이 서비스 아파트(Ascott Riverside Garden Beijing),Beijing,Korean,German,"아파트의 위치는 환상적이었고, 직원들은 모두 매우 친절했습니다. 바로 앞에 이쁜 공원이 있어 아침 산책하기 좋았습니다. 방도 넓고 편안하네요.",식사 옵션이 다양하지 않아 아쉬웠습니다.,8,POS
베이징 야시밍 하이솅 서비스 아파트(Beijing Yasiming Haisheng Service Apartment),Beijing,Korean,English(Korean),아파트의 위치는 언급할 가치가 있습니다. 지하철 역이 가까이 있어 매우 편리합니다. 주변에는 레스토랑과 상점이 많아서 식사하기 좋았습니다.,"하지만, 它们需要改进清洁工作和服务。 출장 중이었기 때문에 주요한 문제는 인터넷이었습니다. 와이파이가 매우 불안정했고 심지어 끊어졌습니다. 그럼에도 불구하고, 저는 아직 이 호텔을 추천 할 수 있습니다.",7,POS
베이징 치안유안 호텔(Beijing Qianyuan Hotel),Beijing,Korean,Russian,"베이씩 히어로균에서 계속 탈탄했던 한국인 입니다. 에셨는 나름 타당한 위치에 있었고, 내부 시설이 큰 모델 호텔보다가 비어 크지 않아서 골술한 뒤 송과하게 믿게 되었습니다. 서비스 직원들이 확실히 착오해서 가장 진열했고, 클로즈 없을 때도 천휴을 정리해 주었습니다. 쾌적인 치안을 살림에게 비치셨어서, 호텔이 많이 만족했습니다.",아쉬우면 아쉬운 데 직접 누텔 물로 제공하는 음식에 조금 후려졌으면 해석니다. 그런데 주변에 적법한 식당이 많아서 해결되었습니다.,9,POS
"샹그릴라 차이나 월드 서밋 윙, 베이징(China World Summit Wing, Beijing)",Beijing,Korean,Russian,해당 호텔의 위치는 북경의 중심부에 있어 아주 좋았습니다. 또한 지하철 역도 호텔에서 가까워 이동이 편리했습니다. 호텔 직원들은 모두 친절했고 룸서비스도 훌륭했습니다. 전망이 아름다운 고층 스위트룸을 이용할 수 있어서 아주 만족스러웠습니다.,조식 옵션이 약간 제한적이었지만 그래도 전반적으로 맛있었습니다.,9,POS
켈리스 코트야드 호텔(Kelly‘s Courtyard Hotel),Beijing,Korean,English(French),"켈리의 코트야드 호텔은 방문하게 된 베이징에서 독특한 경험이었습니다. 중국 전통적인 경치와 조용한 분위기를 느낄 수 있었고, 내부 정원도 정말 아름다웠습니다. 인테리어 또한 매우 섬세하게 꾸며져 있어 감탄했습니다. 서비스도 매우 훌륭했고, 직원들이 친절하게 대해주어 더욱 즐거운 시간을 보낼 수 있었습니다.",호텔 위치가 중심가에 있지 않아 처음 찾아가는 데에 조금 어려움을 겪었습니다. 그러나 이는 베이징의 독특한 분위기를 느끼는 데에 일조하였습니다.,8,POS
페어몬트 베이징(Fairmont Beijing),Beijing,Korean,English(Korean),"페어몬트 베이징은 위치, 시설, 서비스 모두가 탁월했습니다. 특히 숙소의 청결함은 훌륭했고, 직원들의 친절함은 더할 나위 없었습니다.","비록, 레스토랑 서비스의 퀄리티가 조금 아쉬웠지만 전반적인 호텔에 대한 만족도를 크게 떨어뜨릴 수준은 아니었습니다.",9,POS
"홀리데이 인 베이징 포커스 스퀘어 (Holiday Inn Beijing Focus Square, an IHG Hotel)",Beijing,Korean,English(Romanian),직원들은 매우 친절하고 깨끗한 방에는 최신 시설이있었습니다. 침대는 편안하고 목욕탕은 크고 현대적이었습니다. 위치도 훌륭하여 주요 명소를 쉽게 방문할 수 있었습니다.,"아침식사 선택이 다양하지 않았으나 그럼에도 불구하고 맛있었습니다. 또한, 호텔 내부에서 휴대폰 신호가 약한 편이었습니다.",8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Chinese,호텔은 매우 편리하고 으주하기 좋았습니다. 건물이 깔끔하고 눈에 따뜻했습니다. 거식을 위한 공간이 넓고 안정하여 편해요. 직원들이 행복하고 설력있는 행동을 볼 때마다 메인옵 호텔 버린 하우프티풀호프는 좋은 시선을 가진 걹니다.,"고층 옵션을 선택하면 조금 시설이 물어납니다. 하지만, 정말로 중요한 문제는 아닙니다. 핫라옹 윙니개 조금 더 깔끔하고 더 깔끔하게 만들 수 있을 것이라고 생각합니다.",8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,German,"호텔의 위치는 기차역 근처에 있어서 이동하기 편리했습니다. 또한, 친절한 직원들 덕분에 머무는 동안 편안하게 지냈습니다","호텔방이 조금 좁게 느껴졌지만, 그래도 깔끔해서 만족스러웠습니다",8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Chinese,호텔의 위치는 중앙역과 접근성이 용이하여 매우 탁월했습니다.,방음이 다소 어렵다는 것이 아쉬웠습니다.,8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Korean),"호텔의 위치가 너무 좋았습니다. 주요 관광지와 매우 가깝고, 주변에는 다양한 식당들이 있어서 편리했습니다.",방 소음이 조금 심했습니다. 늦은 밤에도 현관문을 닫는 소리가 잘 들려서 잠에 조금 방해되었습니다.,8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Romanian),호텔이 깨끗하고 직원들이 아주 친절했습니다. 베를린 하우프트반호프 역 근처라 교통이 편리했습니다.,방 소음이 조금 있었던 것이 아쉬웠습니다.,8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(French),"호텔의 위치가 중앙역 바로 앞에 있어서 여행하기에 아주 편리했습니다. 친절한 스태프들과 깨끗한 객실이 인상적이었습니다. 또한, 호텔 내에 게임룸도 있어서 심심할 틈이 없었네요.",객실 내에 냉장고가 없어서 약간 불편했습니다.,8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Italian),호텔 위치 좋아요. 침대 위치 아주 늘어요. 식사 가능하여 맛있어요,실내 주요 도로별에 소음 감각 있어요. 데이덴징 실제로 화장시간에 격격히 적어요,7,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Chinese),"마이닝거 호텔 베를린 하우프트반호프는 깨끗하고 현대적인 호텔입니다. 위치 또한 중앙역 바로 앞이라 매우 좋았으며, 직원들도 친철했습니다. 레스토랑에서 제공하는 음식들의 맛도 훌륭했고, 무엇보다 방이 넓고 쾌적했습니다.","아쉬웠던 점은, Wi-Fi 연결이 약간 불안정했던 것이었습니다. 또한, 아침 식사의 종류가 다양하지 못했습니다.",9,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Russian),"위치가 아주 만족스러웠어요. 하우프트반호프와 가까워서 이동하기 편리했습니다. 무엇보다도 호텔 내부의 청결함과 깔끔한 인테리어 기준이 마음에 들었습니다. 직원분들의 친절함 또한 여행을 더욱 기분좋게 만들어줬고, 방의 편의시설이 잘 갖춰져 있어서 편안하게 머물렀습니다.",야경을 볼수 있는 뷰가 없어서 약간 아쉬웠습니다. 그 외에는 특별히 불만족스러운 점은 없었습니다.,9,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(German),"호텔의 위치가 정말 좋습니다. 베를린 중앙역 바로 앞에 위치해 있어서 이동이 편리했고, 특히나 교통이 좋습니다. 호텔 내부도 굉장히 깔끔하고, 직원들의 서비스가 좋았습니다.","크게 불편했던 점은 없습니다. 조금 더 넓은 방이었다면 좋았을 텐데, 그게 아쉽습니다.",9,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Turkish,"호텔의 위치가 아주 좋았고, 객실도 깨끗하고 넓었습니다. 방송역에서 가깝고 여러 상점과 레스토랑이 가까이에 있어서 아주 편리했습니다.",아침식사 메뉴가 다양하지 않아서 조금 아쉬웠습니다. 그러나 다른 모든 것들이 만족스러웠기 때문에 이것을 넘어갈 수 있습니다.,8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Romanian),마이니거 호텔 베를린 하우프트반호프에서의 숙박은 정말 기분 좋은 경험이었습니다. 위치는 중앙 기차역 바로 옆이라 접근성이 탁월했습니다. 호텔 내부도 깔끔하고 현대적으로 꾸며져 있어 편안하게 머무를 수 있었습니다. 직원들은 항상 친절하게 대응해주어서 감사했습니다.,"아침식사가 조금 심플하다는 느낌을 받았습니다. 그래도 식사 시간동안 필요한 것들이 잘 구비되어 있었고, 맛은 괜찮았습니다. 와이파이 연결이 약간 불안정했던 점이 아쉬웠습니다.",8,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Russian,"호텔 위치가 중앙역 바로 앞이라서 이동이 매우 편리했습니다. 또한, 객실과 침대가 깔끔하고 편안했습니다.",아침 식사 선택이 조금 제한적이었던 점이 아쉬웠습니다.,9,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Korean,호텔 마이닝거는 위치가 훌륭하고 고객 서비스에 매우 만족했습니다. 또한 방은 깨끗하고 모던한 분위기로 편안함을 느꼈습니다.,"그러나, 소음이 약간 있었고 분위기가 조금 무덤덤한 편이었습니다.",9,POS
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,English(Spanish),호텔의 위치는 중심가에 있어서 매우 편리했습니다.,"하지만, 방 내부는 매우 더러웠고 직원들의 태도도 무시무시했습니다. 특히 화장실에서는 냄새가 났으며, 베개와 이불도 깨끗하지 않았습니다. 솔직히 가격 대비 만족도는 매우 낮았습니다.",2,NEG
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,German,위치가 중앙역 바로 앞이라 좋았습니다.,객실 청결이 불만족스러웠습니다. 청소가 제대로 이루어지지 않았네요. 또한 직원들의 서비스도 매우 불친절했습니다. 이런 상황에서는 이 호텔을 추천하기 힘들 것 같습니다.,3,NEG
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Korean,역에서 가까워 이동하기 편리했습니다.,"시설이 오래되었고, 청결상태 또한 완벽하지 않았습니다. 가격 대비 만족도가 떨어졌으며, 음식 품질도 훌륭하지 않았습니다.",4,NEG
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Italian,호텔의 위치가 보른 강력한 점은 만화했습니다. 누리펀턱까지 많은 안내장도 거출을 위해 소요한 시간을 총오애총되었습니다. 찰업도 분리되어 있었습니다.,"하지만, 칸후나 차원은 다섯 가지 문제로 부풀어졌습니다. 쇄시와 계속에 대한 취비가 말당와 차이가 나가 택국통역을 통과하지 못하여 예약에 대한 고객 서비스를 배려했습니다. 따르면, 커플 경우 컨트롤 항민은 외국인 민간에서 온 고객을 다룬다고 선언했습니다. 특히, 하나 인식한다. 문제의 칸후나 차원이 모두 골든 상황이 때문이라고 생각합니다.",3,NEG
마이닝거 호텔 베를린 하우프트반호프(MEININGER Hotel Berlin Hauptbahnhof),Berlin,Korean,Italian,호텔의 위치가 우수합니다. 베를린 중앙철도역 가까이에 있습니다.,"객실 사이즈가 매우 좁았고 직원들의 서비스도 미흡했습니다. 또한, 레스토랑에서의 음식의 품질이 낮았습니다.",4,NEG
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,French,"훌륭한 위치, 체크포인트 찰리와 매우 가깝습니다. 직원분들도 친절하시고, 방도 깨끗하고 멋진 시티 뷰가 인상적이었습니다.","조식이 다소 비싼 편이었지만, 맛은 훌륭했습니다.",8,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,Turkish,"호텔의 위치가 매우 좋습니다. 체크포인트 찰리와 가까워 관광하기에 편리했습니다. 또한, 직원들이 매우 친절하고, 객실이 깨끗했습니다. 아침식사도 다양하고 맛있었습니다.",인터넷 연결이 조금 느렸습니다.,8,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(German),"이 호텔은 체크포인트 찰리에 정말 가깝고, 제가 필요한 모든 관광지로의 접근성이 아주 좋았습니다. 직원들은 매우 친절하고, 방은 깔끔하고 현대적이었습니다. 아침 식사도 훌륭했습니다.","문제는 없었지만, 창 밖의 전망이 조금 아쉬웠습니다.",8,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,Romanian,"건물, 간편성, 서비스 모두 최고입니다. 방도 넓고 시설도 좋았습니다. 맨아래로 경광지가 많아 보기 좋았습니다.","아침식사가 단순했지만, 맛이 괜루없으므로 망원지않을 정도였습니다.",9,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(Russian),호텔이 체크포인트 찰리와 매우 가까워서 도시를 탐험하는데 매우 편리했습니다. 또한 객실은 깨끗했고 직원들은 친절했습니다.,NaN,9,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(Italian),"직원들이 매우 친절하고, 청결상태 또한 매우 좋았습니다. 아침식사가 종류도 다양하고 맛있었습니다.",룸서비스 메뉴가 좀 더 다양하면 좋겠습니다.,9,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(Spanish),"호텔의 위치가 정말로 좋았습니다. 체크포인트 찰리와 유명한 관광지들이 모두 가까워서 편리했습니다. 그리고 직원들이 매우 친절해서 기분이 좋았습니다. 방에서 보이는 경치도 너무 좋았는데, 특히 아침에 일어나서 아름다운 도시 풍경을 바라보는 것은 최고의 경험이었습니다.","방에서 Wi-Fi 신호가 약해서 인터넷 사용에 불편함이 있었습니다. 또한, 여행 중에 여유 시간에 피트니스 센터를 이용하려 했지만,비실이 없어서 아쉬웠습니다.",8,POS
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(Chinese),위치가 좋은 편,"방이 너무 춥고, 난방 설정이 잘 되어 있지 않았습니다. 또한, 룸 서비스가 매우 느렸고 응대 서비스도 만족스럽지 않았습니다.",3,NEG
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(German),호텔에 서비스 분야의 직원이 항상 친근하고 응답도 빠르게 해주었습니다. 위치 또한 역과 근접하여 편리하였습니다.,"먼저 저의 방에서는 에어컨이 제대로 동작하지 않아서 더웠습니다. 또한, 방송음이 너무 시끄러워서 아침에 잠을 이루는데 어려움이 있었습니다. 청소 서비스도 일부 미흡하여 방 내에서 먼지가 보였습니다. 가격 대비 이러한 문제가 발생한다면 정말 좋지 않은 경험이 됩니다.",3,NEG
NH 컬렉션 베를린 미테 암 체크포인트 찰리(NH Collection Berlin Mitte am Checkpoint Charlie),Berlin,Korean,English(Russian),아무래도 중심가에 위치해 있어 이동이 편리했습니다.,서비스가 전반적으로 불만족 스러웠습니다. 직원들의 태도는 무관심하고 방은 청결하지 않았습니다. 또한 가격 대비 룸 컨디션은 그다지 좋지 않았습니다. 이런 이유로 이 호텔을 다른 여행객들에게 추천하기 어렵겠습니다.,3,NEG
Space Night Capsule Hostel,Berlin,Korean,Chinese,너무 현대적이고 독특한 디자인의 호스텔이에요. 침대가 캡슐 형태로 되어 있어 개인적인 공간을 확실히 보장해줍니다.,그러나 소음이 조금 있는 편이어서 조용히 쉴 수 없는 점이 아쉬웠습니다.,7,POS
Space Night Capsule Hostel,Berlin,Korean,English(Russian),"﻿건축 속 콘텐티 가지고 있는 이 호스텔은 정말 소프티하고 고급스럽었어요. 콘텐티의 디자인이 너무 많이 맛있으로, 운영에 한치쉬는 등이 느꾸었습니다. 오개본 고급 시세에 도두짃도 있어서 더 맛있네요!","상가지 물품을 사야할 경우, 주변에 상가가 없어 많이 불편했어요. 그럼에도 불구하고, 역시 고급 시세강은 보상적으로 맛있었습니다.",8,POS
Space Night Capsule Hostel,Berlin,Korean,English(French),호텔의 개성있는 캡슐 디자인이 매우 독특했습니다. 위치도 좋고 직원들이 친절했습니다.,캡슐 내부의 공간이 약간 협소해 공간 부족을 느낄 수도 있습니다.,8,POS
