Language,City Name,Hotel Name,Positive,Negative
Korean,Rome,Clementi Portrait,1,0
Korean,Rome,Lanza Tomasi Apartment - centre,1,0
Korean,Rome,One & Only Buonarroti Suite,1,0
Korean,Rome,Pantheon Palazzo Nari,1,0
Korean,Rome,Soha Piazza Di Spagna Boutique,1,0
Korean,Rome,Suite 21 - Piazza Navona,1,0
Korean,Rome,iFlat The Trevi View,1,0
Korean,Seoul,서울앤호텔 동대문,15,29
Korean,Seoul,노보텔 앰배서더 서울 동대문 호텔 앤 레지던스,15,30
Korean,Seoul,토요코인 서울강남,15,30
Korean,Seoul,그랜드 하얏트 서울,15,29
Korean,Seoul,신라스테이 광화문,15,29
Korean,Seoul,신라스테이 서초,15,29
Korean,Seoul,이비스 스타일 앰배서더 서울 용산,15,29
Korean,Seoul,L7 홍대,15,29
Korean,Seoul,오클라우드 호텔 강남,15,29
Korean,Seoul,"포포인츠 바이 쉐라톤 조선, 서울역",15,29
Korean,Seoul,Glue Hotel,15,28
Korean,Seoul,페어필드 바이 메리어트 서울,15,28
Korean,Seoul,노보텔 앰배서더 서울 용산,15,28
Korean,Seoul,오라카이 인사동스위츠,15,28
Korean,Seoul,글래드 강남 코엑스 센터,15,27
Korean,Washington,호텔 하이브(Hotel Hive),2,2
Korean,Washington,듀오 하우징(Duo Housing),6,1
Korean,Washington,워싱턴 플라자 호텔(Washington Plaza Hotel),6,1
Korean,Washington,"Club Quarters Hotel White House, Washington DC",3,1
Korean,Washington,Hamilton Hotel - Washington DC,3,1
Korean,Washington,"Holiday Inn Washington Capitol-National Mall, an IHG Hotel",3,1
Korean,Washington,Motto by Hilton Washington DC City Center,3,1
Korean,Washington,Sonder Georgetown C&O,2,1
Korean,Washington,더 엘던 럭셔리 스위트(The Eldon Luxury Suites),2,1
Korean,Washington,하얏트 플레이스 워싱턴 DC/내셔널 몰(Hyatt Place Washington D.C./National Mall),2,1
Korean,Washington,Kellogg Conference Hotel at Gallaudet University,1,1
Korean,Washington,힐튼 가든 인 워싱턴 DC 다운타운(Hilton Garden Inn Washington DC Downtown),1,1
Korean,Washington,DC 인터내셔널 호스텔 2(DC International Hostel 1),0,1
Korean,Washington,Hilton Washington DC National Mall The Wharf,0,1
Korean,Washington,디스트릭트 호텔(District Hotel),0,1
