Language,City Name,Hotel Name,Positive,Negative
Russian,Rome,The Spanish Suite Campo de' Fiori,6,3
Russian,Rome,Domus Australia,6,2
Russian,Rome,Hotel Varese,6,1
Russian,Rome,FOURHEADS Private Suites,6,1
Russian,Rome,Bloom Hotel Rome,6,1
Russian,Rome,Hotel Paolo II,6,1
Russian,Rome,Ripetta 25,6,1
Russian,Rome,Operà Suites,6,1
Russian,Rome,Tmark Hotel Vaticano,6,1
Russian,Rome,Cesare ai Cavalieri Suites,5,1
Russian,Seoul,Seoul N Hotel Dongdaemun,6,9
Russian,Seoul,LOTTE City Hotel Myeongdong,6,5
Russian,Seoul,Lotte Hotel Seoul,6,5
Russian,Seoul,Uljiro Coop Residence Dongdaemun,6,5
Russian,Seoul,Glue Hotel,6,4
Russian,Seoul,Hotel Skypark Central Myeongdong,6,4
Russian,Seoul,57 Myeongdong Hostel,6,3
Russian,Seoul,Ibis Styles Ambassador Seoul Myeong-dong,6,3
Russian,Seoul,Novotel Ambassador Seoul Dongdaemun Hotels & Residences,6,3
Russian,Seoul,Le Mong Hotel -Mong,6,3
Russian,Washington,Hotel Harrington,6,9
Russian,Washington,"Club Quarters Hotel White House, Washington DC",6,4
Russian,Washington,The Architect,6,4
Russian,Washington,U Street Capsule Hostel,6,4
Russian,Washington,Wyndham Garden Washington DC North,6,4
Russian,Washington,Washington International Student Center,1,4
Russian,Washington,Beacon Hotel & Corporate Quarters,6,3
Russian,Washington,Hyatt Place Washington DC/White House,6,3
Russian,Washington,Hamilton Hotel - Washington DC,5,3
Russian,Washington,Hyatt Place Washington DC/US Capitol,5,3
