Language,City Name,Hotel Name,Positive,Negative
Italian,Rome,Sheraton Rome Parco de Medici,6,7
Italian,Rome,Ripetta Luxurious Suites,6,7
Italian,Rome,Frattina Grand Suite Guesthouse,6,7
Italian,Rome,Marziah Inn,6,7
Italian,Rome,Suite 36 - NEW OPENING,6,7
Italian,Rome,Cicero Rome Center,6,7
Italian,Rome,Ingrami Suites and Spa,6,7
Italian,Rome,Hotel Milo,6,7
Italian,Seoul,Hotel Skypark Central Myeongdong,6,2
Italian,Seoul,Imperial Palace Boutique Hotel,4,2
Italian,Seoul,Seoul Riviera Hotel,1,2
Italian,Seoul,Amare Hotel Jongno,6,1
Italian,Seoul,ENA Suite Hotel Namdaemun,6,1
Italian,Seoul,Sotetsu Fresa Inn Seoul Myeong-dong,6,1
Italian,Seoul,"Four Points by Sheraton Josun, Seoul Station",6,1
Italian,Seoul,LOTTE City Hotel Myeongdong,6,1
Italian,Seoul,Hotel Skypark Myeongdong 2,6,1
Italian,Seoul,Courtyard by Marriott Seoul Namdaemun,0,1
Italian,Washington,Hotel Harrington,6,7
Italian,Washington,The Architect,6,8
Italian,Washington,"Holiday Inn Washington-Central/White House, an IHG Hotel",6,8
Italian,Washington,"Club Quarters Hotel White House, Washington DC",6,7
Italian,Washington,Hyatt Place Washington DC/US Capitol,6,6
Italian,Washington,Hyatt Place Washington DC/White House,6,5
Italian,Washington,District Hotel,6,5
Italian,Washington,Days Inn by Wyndham Washington DC/Connecticut Avenue,3,5
Italian,Washington,Phoenix Park Hotel,6,4
Italian,Washington,"ARC HOTEL Washington DC, Georgetown",6,4
